fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.176518,-102.7304,1.098553,-145.9814,1.028314,92.6621,1186.9441,79.3824,2143.2378,31.5252,1552.4439,-93.7394
318412,SLG,10,1.067912,-27.9768,1.068156,-147.8308,1.066943,92.0813,1734.2765,145.828,1764.9869,25.9454,1724.644,-94.3037
318412,SLG,20,1.0679,-27.9542,1.068168,-147.8315,1.066949,92.0822,1734.095,145.8501,1765.1008,25.9403,1724.7216,-94.2979
318412,SLG,30,1.067896,-27.9466,1.068172,-147.8318,1.06695,92.0825,1734.0344,145.8574,1765.1388,25.9386,1724.7474,-94.2959
318412,SLG,40,1.067895,-27.9429,1.068174,-147.8319,1.066951,92.0827,1734.0041,145.8611,1765.1578,25.9378,1724.7603,-94.295
318412,LL,0,0.167156,-113.7572,0.136883,147.3955,1.049076,93.6416,981.8188,48.387,776.2592,5.1409,1561.1911,-87.2105
318412,LL,10,1.0679,-27.9786,1.06818,-147.876,1.066919,92.0828,1734.1185,145.8163,1765.353,25.9011,1724.4154,-94.2933
318412,LL,20,1.067895,-27.9551,1.06818,-147.8541,1.066937,92.083,1734.016,145.8442,1765.284,25.9182,1724.6072,-94.2927
318412,LL,30,1.067893,-27.9473,1.06818,-147.8468,1.066942,92.083,1733.9817,145.8535,1765.261,25.9239,1724.6712,-94.2925
318412,LL,40,1.067892,-27.9433,1.06818,-147.8432,1.066945,92.0831,1733.9646,145.8582,1765.2495,25.9267,1724.7031,-94.2924
318412,3LG,0,0.134088,-108.0209,0.134084,132.0634,0.134018,11.9601,397.4734,69.4035,401.4583,-50.6118,396.0696,-170.9392
318412,3LG,10,1.067876,-27.9772,1.068168,-147.8779,1.066942,92.0375,1733.8935,145.8265,1765.1949,25.8896,1724.7795,-94.3377
318412,3LG,20,1.067883,-27.9544,1.068174,-147.855,1.066948,92.0603,1733.9035,145.8493,1765.205,25.9124,1724.7894,-94.3149
318412,3LG,30,1.067885,-27.9468,1.068176,-147.8474,1.06695,92.0679,1733.9068,145.8569,1765.2083,25.92,1724.7926,-94.3072
318412,3LG,40,1.067886,-27.943,1.068177,-147.8436,1.066951,92.0717,1733.9084,145.8607,1765.21,25.9238,1724.7943,-94.3034
243937,SLG,0,0.104476,-92.2425,1.397239,-178.603,1.691214,108.1792,1641.8281,57.7137,2998.7538,6.0569,2343.0297,-64.4622
243937,SLG,10,1.061519,-28.1191,1.07101,-148.0561,1.069174,92.3263,1725.1037,145.4697,1774.8086,25.8584,1722.047,-93.9821
243937,SLG,20,1.064695,-28.0256,1.069601,-147.9446,1.068062,92.2053,1729.4923,145.6706,1770.0281,25.8968,1723.4059,-94.1368
243937,SLG,30,1.065757,-27.9943,1.069128,-147.9072,1.067692,92.1647,1730.9624,145.7377,1768.4273,25.9096,1723.8664,-94.1885
243937,SLG,40,1.066289,-27.9786,1.068892,-147.8885,1.067508,92.1444,1731.6987,145.7713,1767.6256,25.916,1724.0982,-94.2143
243937,LL,0,0.065496,-108.5145,0.049772,-166.388,1.496821,88.9651,916.001,25.8964,936.357,14.9381,2379.2744,-91.245
243937,LL,10,1.063743,-27.8761,1.064644,-148.2433,1.071966,92.1021,1722.3268,145.7776,1765.7469,25.4609,1731.4569,-94.0587
243937,LL,20,1.065803,-27.9035,1.066407,-148.0385,1.069474,92.0929,1728.0878,145.8249,1765.4872,25.6969,1728.1384,-94.1744
