fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.61845,-77.3046,1.608574,-127.1273,1.053404,103.1339,743.5887,84.5891,1258.3453,35.4976,869.4384,-94.1942
318412,SLG,10,1.374714,-18.3583,1.371381,-137.9751,1.365394,101.5264,1066.6867,143.9362,1063.7521,24.3301,1059.2129,-96.1892
318412,SLG,20,1.374578,-18.3372,1.371486,-137.9795,1.365432,101.5325,1066.5754,143.9574,1063.8354,24.3254,1059.2462,-96.1829
318412,SLG,30,1.374532,-18.3301,1.371521,-137.981,1.365445,101.5345,1066.5382,143.9644,1063.8632,24.3238,1059.2573,-96.1809
318412,SLG,40,1.37451,-18.3266,1.371539,-137.9817,1.365451,101.5355,1066.5196,143.968,1063.8771,24.323,1059.2628,-96.1798
318412,LL,0,0.531023,-109.1128,0.392296,-149.7658,1.203559,111.6973,634.3854,52.5246,474.1814,12.6917,929.5473,-85.3055
318412,LL,10,1.374636,-18.3704,1.371654,-138.0175,1.36518,101.5354,1066.619,143.9236,1063.9748,24.2875,1059.0432,-96.1797
318412,LL,20,1.374539,-18.3432,1.371623,-138.0007,1.365325,101.5369,1066.5415,143.9511,1063.9469,24.3041,1059.1613,-96.1782
318412,LL,30,1.374506,-18.3342,1.371612,-137.9951,1.365373,101.5375,1066.5156,143.9602,1063.9376,24.3096,1059.2007,-96.1777
318412,LL,40,1.37449,-18.3297,1.371607,-137.9923,1.365398,101.5377,1066.5027,143.9648,1063.9329,24.3124,1059.2204,-96.1774
318412,3LG,0,0.201563,-91.397,0.20094,148.7572,0.200738,28.2713,236.4574,71.0579,235.6454,-48.7901,235.4726,-169.2915
318412,3LG,10,1.374426,-18.3617,1.371576,-138.0296,1.365454,101.4929,1066.4518,143.9329,1063.9068,24.2751,1059.2674,-96.2223
318412,3LG,20,1.374434,-18.3389,1.371584,-138.0067,1.365462,101.5157,1066.4579,143.9557,1063.9129,24.2979,1059.2735,-96.1995
318412,3LG,30,1.374436,-18.3313,1.371586,-137.9991,1.365465,101.5233,1066.4599,143.9633,1063.9149,24.3055,1059.2755,-96.1919
318412,3LG,40,1.374438,-18.3275,1.371588,-137.9953,1.365466,101.5271,1066.4609,143.9671,1063.9159,24.3093,1059.2765,-96.1881
243937,SLG,0,0.934107,-96.9644,2.225107,-152.1265,1.723058,133.7375,938.3074,64.2249,1755.8678,10.5654,1333.6281,-62.6006
243937,SLG,10,1.368339,-18.7002,1.378292,-138.0368,1.363198,101.8074,1061.7183,143.5818,1069.3263,24.2734,1057.3197,-95.9008
243937,SLG,20,1.371379,-18.5085,1.374953,-138.0103,1.364322,101.6732,1064.0824,143.7798,1066.6316,24.2971,1058.2898,-96.0385
243937,SLG,30,1.372398,-18.4444,1.373835,-138.0015,1.364702,101.6284,1064.8742,143.846,1065.7294,24.305,1058.6175,-96.0845
243937,SLG,40,1.372908,-18.4124,1.373275,-137.9971,1.364893,101.6059,1065.2709,143.8791,1065.2775,24.3089,1058.7822,-96.1075
243937,LL,0,0.49243,-129.7077,0.493086,-139.8012,1.805881,108.4084,596.084,31.5626,598.631,21.8002,1403.2941,-88.6844
243937,LL,10,1.36607,-18.4336,1.372121,-138.4191,1.369851,101.7548,1059.7609,143.8553,1064.5248,23.8787,1062.6906,-95.9478
243937,LL,20,1.370232,-18.3748,1.371862,-138.2025,1.367667,101.6475,1063.0939,143.9169,1064.2273,24.0986,1060.9896,-96.0613
243937,LL,30,1.37163,-18.3552,1.371773,-138.1299,1.366936,101.6114,1064.2129,143.9375,1064.1255,24.1724,1060.4207,-96.0995
243937,LL,40,1.372331,-18.3454,1.371728,-138.0935,1.36657,101.5933,1064.7741,143.9477,1064.0743,24.2094,1060.1358,-96.1187
243937,3LG,0,0.049859,-74.8989,0.04971,165.2427,0.049662,44.7781,58.4805,87.553,58.2859,-32.307,58.2447,-152.7863
243937,3LG,10,1.372705,-18.4843,1.369861,-138.1526,1.363754,101.3702,1065.1164,143.8103,1062.5768,24.152,1057.9484,-96.345
243937,3LG,20,1.373574,-18.4002,1.370727,-138.0683,1.364613,101.4543,1065.7908,143.8944,1063.2485,24.2363,1058.6146,-96.2609
243937,3LG,30,1.373863,-18.3722,1.371015,-138.0402,1.364899,101.4824,1066.0153,143.9224,1063.4721,24.2644,1058.8364,-96.2328
243937,3LG,40,1.374008,-18.3582,1.37116,-138.0261,1.365042,101.4964,1066.1275,143.9364,1063.5839,24.2785,1058.9472,-96.2188
157347,SLG,0,0.685042,-39.7947,1.756734,-148.6505,1.550898,117.8058,802.3882,121.2934,1376.4814,13.7132,1200.8398,-79.2541
157347,SLG,10,1.370281,-19.0352,1.379864,-137.851,1.358557,101.77,1063.3723,143.2429,1070.5413,24.4679,1053.5811,-95.943
157347,SLG,20,1.372388,-18.6779,1.375739,-137.9156,1.361969,101.6535,1064.9391,143.6085,1067.2383,24.3963,1056.3949,-96.0606
157347,SLG,30,1.373078,-18.5578,1.374359,-137.9379,1.363126,101.615,1065.4521,143.7313,1066.1335,24.3716,1057.3485,-96.0995
157347,SLG,40,1.373421,-18.4975,1.373668,-137.9493,1.363709,101.5958,1065.7069,143.7929,1065.5805,24.359,1057.8283,-96.1189
157347,LL,0,0.587722,-25.2134,0.770615,-147.6254,1.682788,103.9192,677.6315,136.9821,911.3417,14.3621,1310.1138,-93.4924
157347,LL,10,1.363396,-18.8064,1.375489,-138.571,1.366814,101.9036,1057.6944,143.4737,1067.2747,23.7314,1060.1917,-95.7948
157347,LL,20,1.36889,-18.564,1.373618,-138.2784,1.366097,101.7231,1062.0568,143.7233,1065.6588,24.0251,1059.6978,-95.9837
