fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.148687,-111.5167,1.070963,-148.8306,1.04065,91.1072,1.1424,-76.1163,2.2272,-160.1938,2.6059,45.6595
318412,SLG,10,1.05514,-29.4603,1.055415,-149.3754,1.054833,90.6017,2.5118,-57.1894,2.5113,-177.1935,2.5114,62.8168
318412,SLG,20,1.055139,-29.4375,1.055417,-149.3757,1.054837,90.602,2.5117,-57.1819,2.5113,-177.1858,2.5114,62.8244
318412,SLG,30,1.055138,-29.4299,1.055418,-149.3759,1.054839,90.6021,2.5117,-57.1794,2.5113,-177.1832,2.5114,62.8269
318412,SLG,40,1.055138,-29.4261,1.055419,-149.3759,1.054839,90.6021,2.5117,-57.1781,2.5113,-177.1819,2.5114,62.8282
318412,LL,0,0.140278,-115.5022,0.137934,134.4847,1.051153,91.3547,1.431,-117.9261,0.6897,-125.7931,2.1164,59.5172
318412,LL,10,1.055131,-29.461,1.055417,-149.4211,1.054827,90.6024,2.5118,-57.2045,2.5114,-177.2086,2.5114,62.8014
318412,LL,20,1.055134,-29.4378,1.055418,-149.3986,1.054834,90.6024,2.5117,-57.1895,2.5113,-177.1933,2.5114,62.8167
318412,LL,30,1.055135,-29.4301,1.055419,-149.3911,1.054837,90.6023,2.5117,-57.1844,2.5113,-177.1882,2.5114,62.8218
318412,LL,40,1.055136,-29.4262,1.055419,-149.3873,1.054838,90.6023,2.5117,-57.1819,2.5113,-177.1857,2.5114,62.8243
318412,3LG,0,0.131678,-110.841,0.131689,129.1945,0.131646,9.1616,0.3387,-138.5446,0.3389,101.4544,0.3388,-18.5717
318412,3LG,10,1.055126,-29.4602,1.055408,-149.4217,1.054829,90.5567,2.5118,-57.22,2.5114,-177.2237,2.5114,62.7863
318412,3LG,20,1.055132,-29.4374,1.055414,-149.3989,1.054836,90.5795,2.5118,-57.1972,2.5113,-177.2009,2.5114,62.8091
318412,3LG,30,1.055134,-29.4298,1.055416,-149.3913,1.054838,90.5871,2.5117,-57.1896,2.5113,-177.1933,2.5114,62.8167
318412,3LG,40,1.055135,-29.426,1.055417,-149.3875,1.054839,90.5909,2.5117,-57.1858,2.5113,-177.1895,2.5114,62.8205
243937,SLG,0,0.035168,-78.3285,1.357519,177.2634,1.721175,105.4163,2.4991,-66.7339,2.5221,179.1951,2.7322,55.8267
243937,SLG,10,1.048603,-29.5804,1.057993,-149.6218,1.057499,90.8455,2.5128,-57.2292,2.5124,-177.2342,2.5124,62.7774
243937,SLG,20,1.051861,-29.4978,1.056712,-149.4994,1.056169,90.7246,2.5123,-57.2019,2.5118,-177.2062,2.5119,62.8046
243937,SLG,30,1.052951,-29.4701,1.056282,-149.4584,1.055726,90.6839,2.5121,-57.1928,2.5117,-177.1969,2.5117,62.8137
243937,SLG,40,1.053497,-29.4563,1.056067,-149.4379,1.055505,90.6636,2.512,-57.1882,2.5116,-177.1922,2.5116,62.8182
243937,LL,0,0.038188,-84.6122,0.02452,148.4771,1.493346,86.4438,1.7728,-120.222,1.6906,-122.8678,3.4624,58.4865
243937,LL,10,1.051266,-29.3372,1.051467,-149.7877,1.06003,90.5997,2.5138,-57.2843,2.5134,-177.2895,2.5134,62.721
243937,LL,20,1.053189,-29.3755,1.053436,-149.5826,1.057451,90.6012,2.5128,-57.2294,2.5124,-177.2339,2.5124,62.7763
243937,LL,30,1.053836,-29.3885,1.054096,-149.5139,1.056584,90.6016,2.5124,-57.2111,2.512,-177.2153,2.5121,62.7948
243937,LL,40,1.05416,-29.395,1.054427,-149.4795,1.05615,90.6018,2.5123,-57.2019,2.5119,-177.206,2.5119,62.8041
243937,3LG,0,0.032577,-94.3281,0.032574,145.6856,0.032574,25.6655,0.0838,-122.0421,0.0838,117.9536,0.0838,-2.0656
243937,3LG,10,1.053807,-29.5828,1.054086,-149.5446,1.053515,90.4338,2.5149,-57.3409,2.5145,-177.3446,2.5145,62.6654
243937,3LG,20,1.054473,-29.4988,1.054754,-149.4604,1.054179,90.518,2.5133,-57.2577,2.5129,-177.2614,2.513,62.7486
243937,3LG,30,1.054695,-29.4707,1.054976,-149.4323,1.0544,90.5461,2.5128,-57.2299,2.5124,-177.2336,2.5124,62.7764
243937,3LG,40,1.054806,-29.4567,1.055087,-149.4183,1.05451,90.5601,2.5125,-57.216,2.5121,-177.2198,2.5122,62.7903
157347,SLG,0,0.005463,-81.478,1.272943,-170.0967,1.420686,104.4884,39333.0817,-81.4771,2.5631,-172.187,2.8544,56.2559
157347,SLG,10,1.042815,-30.2866,1.063747,-149.5541,1.053579,91.0841,753.0224,-30.3737,2.5155,-177.3663,2.5155,62.6498
157347,SLG,20,1.048971,-29.8532,1.05962,-149.4643,1.054163,90.8442,379.8396,-30.0278,2.5134,-177.2728,2.5134,62.74
157347,SLG,30,1.051025,-29.7076,1.058228,-149.4347,1.054379,90.7638,254.4618,-29.9691,2.5127,-177.2414,2.5128,62.7705
157347,SLG,40,1.052053,-29.6345,1.057529,-149.42,1.05449,90.7235,191.5885,-29.9825,2.5124,-177.2256,2.5124,62.7858
157347,LL,0,0.008841,-73.8705,0.007899,131.6895,1.380141,88.3741,63651.7361,-73.8715,56868.1555,131.691,3.1389,60.6687
157347,LL,10,1.041574,-29.8009,1.051345,-150.4224,1.061866,90.8985,752.1186,-29.8902,759.1656,-150.5091,2.5197,62.4603
157347,LL,20,1.048295,-29.6103,1.053432,-149.9019,1.058355,90.7542,379.5915,-29.7871,381.4461,-150.0762,2.5155,62.6449
157347,LL,30,1.050562,-29.5456,1.054106,-149.7273,1.057183,90.7044,254.3475,-29.8094,255.2011,-149.9886,2.5141,62.707
157347,LL,40,1.051701,-29.5131,1.054439,-149.6397,1.056598,90.6792,191.5228,-29.8633,192.0176,-149.9875,2.5135,62.7381
157347,3LG,0,0.009425,-91.8292,0.009426,148.177,0.009425,28.1682,67854.8308,-91.8292,67859.9031,148.177,67856.2043,28.1682
157347,3LG,10,1.049777,-29.9825,1.050069,-149.9449,1.0495,90.0344,758.0277,-30.0714,758.2367,-150.0339,757.828,89.9455
157347,3LG,20,1.052463,-29.6993,1.052751,-149.6612,1.052177,90.3176,381.0936,-29.8756,381.1958,-149.8377,380.99,90.1413
157347,3LG,30,1.053356,-29.6046,1.053642,-149.5663,1.053066,90.4124,255.019,-29.8678,255.0864,-149.8299,254.949,90.149
157347,3LG,40,1.053802,-29.5571,1.054087,-149.5188,1.053511,90.4598,191.9017,-29.9069,191.9518,-149.8689,191.8488,90.1099
298162,SLG,0,0.648417,-22.2617,1.065938,-160.9848,1.251689,94.9987,2.6942,-57.7931,2.7143,-177.6345,2.7108,61.9194
298162,SLG,10,1.047664,-29.9606,1.060961,-149.5417,1.054749,90.9462,2.5135,-57.2942,2.513,-177.3009,2.513,62.7125
298162,SLG,20,1.051433,-29.6911,1.058228,-149.4576,1.054747,90.7753,2.5126,-57.2349,2.5121,-177.2401,2.5121,62.7715
298162,SLG,30,1.052675,-29.5997,1.0573,-149.4301,1.054768,90.7178,2.5123,-57.2149,2.5118,-177.2195,2.5119,62.7915
298162,SLG,40,1.053294,-29.5538,1.056833,-149.4165,1.054782,90.689,2.5121,-57.2048,2.5117,-177.2092,2.5118,62.8016
298162,LL,0,0.709512,-26.4444,0.59904,-148.681,1.190854,86.8427,2.3509,-68.7272,2.3497,-166.943,3.0772,62.1822
298162,LL,10,1.047651,-29.6121,1.053438,-150.0889,1.060274,90.7751,2.515,-57.4158,2.5146,-177.4223,2.5145,62.5882
298162,LL,20,1.051354,-29.517,1.054515,-149.7347,1.057554,90.6925,2.5133,-57.2959,2.5129,-177.3011,2.5129,62.7091
298162,LL,30,1.052607,-29.4837,1.054836,-149.6156,1.056649,90.6633,2.5128,-57.2556,2.5124,-177.2603,2.5124,62.7499
298162,LL,40,1.053236,-29.4667,1.05499,-149.5559,1.056196,90.6484,2.5125,-57.2353,2.5121,-177.2398,2.5121,62.7703
298162,3LG,0,0.662221,-30.2309,0.662217,-150.232,0.662222,89.7698,2.0593,-57.8628,2.0605,-177.8763,2.0594,62.102
298162,3LG,10,1.053097,-29.7837,1.053411,-149.7469,1.052835,90.2338,2.5165,-57.541,2.5161,-177.5448,2.5161,62.4653
