hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 1430.32, -46.3702, 7124.14, -162.143, 7389.14, 84.4289, 9.68306, 110.025, 17.5096, 5.89951, 18.1911, -138.576
