Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"X_1001222", 0.4157, 1,    228.852,  -39.5,   0.95353, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001222", 0.4157, 1,    228.376,  -39.4,   0.95155, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001221", 0.4157, 1,    228.854,  -39.5,   0.95354, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001221", 0.4157, 1,    225.047,  -39.4,   0.93768, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001219", 0.4157, 1,    228.945,  -39.4,   0.95392, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001219", 0.4157, 1,    227.517,  -39.4,   0.94797, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001219", 0.4157, 1,    227.517,  -39.4,   0.94797, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001224", 0.4157, 3,    228.193,   80.7,   0.95079, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001224", 0.4157, 3,    227.609,   80.7,   0.94835, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001228", 0.4157, 2,    229.707, -159.2,    0.9571, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001228", 0.4157, 2,    229.209, -159.1,   0.95502, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001229", 0.4157, 2,     229.69, -159.2,   0.95702, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S9X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"S10X_1001229", 0.4157, 2,    229.291, -159.2,   0.95536, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001230", 0.4157, 2,    229.687, -159.2,   0.95701, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"S9X_1001230", 0.4157, 2,    229.244, -159.2,   0.95517, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001234", 0.4157, 3,    228.193,   80.7,   0.95079, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S9X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"S10X_1001234", 0.4157, 3,    227.783,   80.7,   0.94908, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001233", 0.4157, 3,    228.106,   80.7,   0.95042, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001233", 0.4157, 3,    227.083,   80.7,   0.94616, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001233", 0.4157, 3,    227.083,   80.7,   0.94616, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001232", 0.4157, 3,    228.174,   80.7,   0.95071, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001232", 0.4157, 3,    227.492,   80.7,   0.94786, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001231", 0.4157, 3,    228.171,   80.7,    0.9507, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S2X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S3X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S4X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S5X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S6X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S7X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"S8X_1001231", 0.4157, 3,     227.66,   80.7,   0.94856, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001637", 0.208, 1,    113.782,  -70.1,   0.94748, 2,    113.901,  170.0,   0.94847, 3,     114.02,   49.9,   0.94947
"S1X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"S2X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"S3X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"S4X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"S5X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"S6X_1001637", 0.208, 1,    113.516,  -70.1,   0.94527, 2,    113.657,  170.0,   0.94644, 3,    113.786,   49.9,   0.94752
"X_1003127", 0.4157, 2,    231.183, -158.6,   0.96324, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1003127", 0.4157, 2,    230.784, -158.6,   0.96158, 0, 0, 0, 0, 0, 0, 0, 0
"X_1003133", 0.4157, 2,    231.317, -158.7,    0.9638, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1003133", 0.4157, 2,     230.32, -158.6,   0.95965, 0, 0, 0, 0, 0, 0, 0, 0
"X_1003134", 0.208, 1,    114.997,  -69.4,    0.9576, 2,    114.995,  170.7,   0.95758, 3,    115.114,   50.6,   0.95858
"S1X_1003134", 0.208, 1,    114.465,  -69.4,   0.95317, 2,    114.506,  170.7,   0.95351, 3,    114.647,   50.6,   0.95468
"S2X_1003134", 0.208, 1,    114.465,  -69.4,   0.95317, 2,    114.506,  170.7,   0.95351, 3,    114.647,   50.6,   0.95468
"S3X_1003134", 0.208, 1,    114.465,  -69.4,   0.95317, 2,    114.506,  170.7,   0.95351, 3,    114.647,   50.6,   0.95468
"X_1003125", 0.4157, 1,    228.281,  -39.6,   0.95115, 0, 0, 0, 0, 0, 0, 0, 0
"S1X_1003125", 0.4157, 1,     227.71,  -39.6,   0.94877, 0, 0, 0, 0, 0, 0, 0, 0
"X_1003130", 0.208, 1,    114.629,  -69.7,   0.95454, 2,    114.609,  170.4,   0.95437, 3,    114.719,   50.3,   0.95528
"S1X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S2X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S3X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S4X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S5X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S6X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S7X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S8X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S9X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S10X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S11X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S12X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S13X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S14X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S15X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S16X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S17X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S18X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S19X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S20X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S21X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S22X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S23X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S24X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S25X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S26X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S27X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S28X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S29X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S30X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S31X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S32X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S33X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S34X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S35X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S36X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S37X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S38X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S39X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S40X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S41X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S42X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S43X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S44X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S45X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S46X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S47X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S48X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S49X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S50X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S51X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S52X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S53X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S54X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S55X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S56X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S57X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S58X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S59X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S60X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S61X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S62X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S63X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S64X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S65X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S66X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S67X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S68X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S69X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S70X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S71X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S72X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S73X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S74X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S75X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S76X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S77X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S78X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S79X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S80X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S81X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S82X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S83X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S84X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S85X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S86X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S87X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S88X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S89X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S90X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S91X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S92X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S93X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S94X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S95X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S96X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S97X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S98X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S99X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S100X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S101X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S102X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S103X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S104X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S105X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S106X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S107X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S108X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S109X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S110X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
