Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"S111X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S112X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S113X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S114X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S115X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S116X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S117X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S118X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S119X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S120X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S121X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S122X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S123X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S124X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S125X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S126X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S127X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S128X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S129X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S130X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S131X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S132X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S133X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S134X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S135X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S136X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S137X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S138X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S139X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S140X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S141X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S142X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S143X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S144X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S145X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S146X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S147X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S148X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S149X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S150X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S151X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S152X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S153X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S154X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S155X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S156X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S157X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S158X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S159X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S160X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S161X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S162X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S163X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S164X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S165X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S166X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S167X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"S168X_1003130", 0.208, 1,    114.598,  -69.7,   0.95427, 2,     114.58,  170.4,   0.95412, 3,    114.691,   50.3,   0.95505
"X_1003140", 0.208, 1,    114.624,  -69.8,    0.9545, 2,    114.627,  170.3,   0.95452, 3,    114.763,   50.3,   0.95565
"S1X_1003140", 0.208, 1,    112.856,  -69.7,   0.93977, 2,    113.002,  170.4,   0.94099, 3,    113.202,   50.3,   0.94265
"S2X_1003140", 0.208, 1,    112.856,  -69.7,   0.93977, 2,    113.002,  170.4,   0.94099, 3,    113.202,   50.3,   0.94265
"S3X_1003140", 0.208, 1,    112.856,  -69.7,   0.93977, 2,    113.002,  170.4,   0.94099, 3,    113.202,   50.3,   0.94265
"X_1007732", 0.4157, 1,    230.753,  -38.9,   0.96145, 2,    231.193, -158.7,   0.96328, 3,    230.528,   81.2,   0.96051
"S1X_1007732", 0.4157, 1,      229.8,  -38.8,   0.95748, 2,    230.196, -158.7,   0.95913, 3,    229.504,   81.2,   0.95625
"X_1007805", 0.4157, 1,    230.869,  -38.8,   0.96194, 2,    231.194, -158.7,   0.96329, 3,    230.682,   81.2,   0.96116
"S1X_1007805", 0.4157, 1,    230.392,  -38.8,   0.95995, 2,    230.696, -158.7,   0.96122, 3,     230.17,   81.3,   0.95903
"S2X_1007805", 0.4157, 1,    230.392,  -38.8,   0.95995, 2,    230.696, -158.7,   0.96122, 3,     230.17,   81.3,   0.95903
"X_1001652", 0.4157, 1,    232.235,  -38.7,   0.96763, 0, 0, 0, 0, 0, 0, 0, 0
"X_1002020", 0.208, 1,    116.101,  -68.7,   0.96679, 2,    116.081,  171.4,   0.96663, 3,    116.193,   51.4,   0.96756
"X_1001809", 0.4157, 2,    232.465, -158.6,   0.96859, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001331", 0.4157, 2,    232.481, -158.6,   0.96865, 0, 0, 0, 0, 0, 0, 0, 0
"X_1000232", 0.4157, 3,    229.144,   80.7,   0.95475, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001016", 0.208, 1,    114.818,  -69.4,   0.95611, 2,    114.921,  170.7,   0.95697, 3,    115.055,   50.6,   0.95808
"X_1001349", 0.4157, 2,    230.421, -159.2,   0.96007, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001316", 0.208, 1,     114.94,  -69.4,   0.95713, 2,    115.057,  170.8,    0.9581, 3,    115.189,   50.7,   0.95919
"X_1001685", 0.208, 1,    114.968,  -69.2,   0.95736, 2,    115.084,  170.9,   0.95832, 3,    115.216,   50.8,   0.95942
"X_1001819", 0.4157, 1,    229.813,  -39.5,   0.95754, 0, 0, 0, 0, 0, 0, 0, 0
"X_1000670", 0.4157, 2,    230.805, -159.2,   0.96167, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001339", 0.4157, 1,    229.917,  -39.5,   0.95797, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001805", 0.4157, 1,    229.888,  -39.5,   0.95785, 2,    230.735, -159.2,   0.96138, 3,     229.21,   80.6,   0.95502
"X_1000918", 0.4157, 3,    229.098,   80.6,   0.95456, 0, 0, 0, 0, 0, 0, 0, 0
"X_1000331", 0.4157, 1,    229.604,  -39.5,   0.95667, 2,    230.358, -159.2,   0.95981, 3,    228.838,   80.6,   0.95347
"X_1000256", 0.4157, 1,    229.615,  -39.5,   0.95671, 2,    230.371, -159.2,   0.95986, 3,    228.857,   80.6,   0.95355
"X_1001215", 0.4157, 2,    230.878, -158.9,   0.96197, 0, 0, 0, 0, 0, 0, 0, 0
"X_1000916", 0.4157, 2,    230.734, -159.2,   0.96137, 0, 0, 0, 0, 0, 0, 0, 0
"X_1003053", 0.4157, 3,    231.958,   81.4,   0.96647, 0, 0, 0, 0, 0, 0, 0, 0
"X_1001557", 0.4157, 2,    230.256, -159.2,   0.95938, 0, 0, 0, 0, 0, 0, 0, 0
"X_1000801", 0.4157, 1,     229.61,  -39.5,   0.95669, 0, 0, 0, 0, 0, 0, 0, 0
"DG_253842_LV", 0.48, 1,    267.736,  -63.0,   0.96611, 2,    267.674,  177.0,   0.96588, 3,    267.735,   57.0,    0.9661
"DG_165476_LV", 0.48, 1,    267.026,  -63.2,   0.96355, 2,    267.054,  176.9,   0.96365, 3,    267.318,   56.9,    0.9646
"DG_165448_LV", 0.48, 1,    267.374,  -63.1,    0.9648, 2,    267.336,  177.0,   0.96467, 3,    267.487,   57.0,   0.96521
"DG_283954_LV", 0.48, 1,    266.747,  -63.3,   0.96254, 2,    266.793,  176.8,    0.9627, 3,    267.099,   56.8,   0.96381
