hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 6997.19, -38.2347, 7009.57, -158.091, 6994.65, 81.8446, 13.2757, -66.2526, 13.2975, 173.755, 13.2882, 53.6701
