hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 6976.1, -38.5546, 6982.83, -158.476, 6976.55, 81.4947, 121.992, -56.2686, 91.3188, -173.457, 119.762, 65.8902
