Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.157123"           ,   2,       -96.3,       -45.3
"Line.157124"           ,   1,      -305.6,      -145.0,         0.0,         0.0,         0.0,         0.0
"Line.157124"           ,   2,       305.6,       145.0
"Line.157126"           ,   1,       305.6,       145.0,         0.0,         0.0,         0.0,         0.0
"Line.157126"           ,   2,      -305.6,      -144.9
"Line.157127"           ,   1,       257.4,       122.1,         0.0,         0.0,         0.0,         0.0
"Line.157127"           ,   2,      -257.3,      -122.1
"Line.157128"           ,   1,       257.0,       120.7,         0.0,         0.0,         0.0,         0.0
"Line.157128"           ,   2,      -257.0,      -120.6
"Line.157129"           ,   1,       160.8,        74.9,         0.0,         0.0,         0.0,         0.0
"Line.157129"           ,   2,      -160.8,       -74.9
"Line.157130"           ,   1,       -96.2,       -45.7,         0.0,         0.0,         0.0,         0.0
"Line.157130"           ,   2,        96.2,        45.7
"Line.157131"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.157131"           ,   2,        -0.3,        -1.4
"Line.157132"           ,   1,      4628.1,       -38.4,      1478.4,        12.3,       887.9,         7.4
"Line.157132"           ,   2,     -4620.0,        42.4
"Line.157133"           ,   1,      4612.3,       -46.1,         0.0,         0.0,         0.0,         0.0
"Line.157133"           ,   2,     -4611.8,        47.6
"Line.157136"           ,   1,       241.2,       110.5,         0.0,         0.0,         0.0,         0.0
"Line.157136"           ,   2,      -241.2,      -110.5
"Line.157137"           ,   1,      -241.2,      -110.5,         0.0,         0.0,         0.0,         0.0
"Line.157137"           ,   2,       241.2,       110.5
"Line.157138"           ,   1,      -241.2,      -110.5,         0.0,         0.0,         0.0,         0.0
"Line.157138"           ,   2,       241.3,       110.5
"Line.157142"           ,   1,      4611.8,       -47.8,         0.0,         0.0,         0.0,         0.0
"Line.157142"           ,   2,     -4611.4,        49.3
"Line.157143"           ,   1,      4294.2,      -195.7,         0.0,         0.0,         0.0,         0.0
"Line.157143"           ,   2,     -4293.6,       197.7
"Line.157144"           ,   1,      4196.9,      -245.0,         0.0,         0.0,         0.0,         0.0
"Line.157144"           ,   2,     -4196.6,       246.4
"Line.157145"           ,   1,      4293.5,      -198.0,         0.0,         0.0,         0.0,         0.0
"Line.157145"           ,   2,     -4293.1,       199.5
"Line.157147"           ,   1,       -48.1,       -22.8,         0.0,         0.0,         0.0,         0.0
"Line.157147"           ,   2,        48.1,        22.8
"Line.157148"           ,   1,       -96.2,       -45.5,         0.0,         0.0,         0.0,         0.0
"Line.157148"           ,   2,        96.2,        45.5
"Line.157149"           ,   1,       -96.2,       -45.5,         0.0,         0.0,         0.0,         0.0
"Line.157149"           ,   2,        96.2,        45.5
"Line.157150"           ,   1,        16.3,         7.7,         0.0,         0.0,         0.0,         0.0
"Line.157150"           ,   2,       -16.3,        -7.7
"Line.157151"           ,   1,        11.4,         5.3,         0.0,         0.0,         0.0,         0.0
"Line.157151"           ,   2,       -11.4,        -5.3
"Line.157152"           ,   1,      4180.3,      -254.1,         0.0,         0.0,         0.0,         0.0
"Line.157152"           ,   2,     -4179.7,       256.2
"Line.157153"           ,   1,       -76.6,       -35.9,         0.0,         0.0,         0.0,         0.0
"Line.157153"           ,   2,        76.6,        35.9
"Line.157155"           ,   1,        76.6,        35.9,         0.0,         0.0,         0.0,         0.0
"Line.157155"           ,   2,       -76.6,       -35.9
"Line.157156"           ,   1,        46.0,        21.4,         0.0,         0.0,         0.0,         0.0
"Line.157156"           ,   2,       -46.0,       -21.4
"Line.157157"           ,   1,        30.7,        14.3,         0.0,         0.0,         0.0,         0.0
"Line.157157"           ,   2,       -30.7,       -14.3
"Line.157158"           ,   1,        15.3,         7.1,         0.0,         0.0,         0.0,         0.0
"Line.157158"           ,   2,       -15.3,        -7.1
"Line.157159"           ,   1,        15.3,         7.1,         0.0,         0.0,         0.0,         0.0
"Line.157159"           ,   2,       -15.3,        -7.1
"Line.157160"           ,   1,      4103.1,      -292.1,         0.0,         0.0,         0.0,         0.0
"Line.157160"           ,   2,     -4102.4,       294.4
"Line.157163"           ,   1,        48.1,        22.7,         0.0,         0.0,         0.0,         0.0
"Line.157163"           ,   2,       -48.1,       -22.7
"Line.157165"           ,   1,        48.1,        22.7,         0.0,         0.0,         0.0,         0.0
"Line.157165"           ,   2,       -48.1,       -22.7
"Line.157167"           ,   1,        48.1,        22.7,         0.0,         0.0,         0.0,         0.0
"Line.157167"           ,   2,       -48.1,       -22.7
"Line.157168"           ,   1,      3892.6,      -395.9,       823.9,        83.8,       248.6,        25.3
"Line.157168"           ,   2,     -3859.6,       412.4
"Line.174945"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.174945"           ,   2,         0.0,        -0.0
"Line.174947"           ,   1,        95.5,        43.9,         0.0,         0.0,         0.0,         0.0
"Line.174947"           ,   2,       -95.5,       -43.9
"Line.174948"           ,   1,       335.8,       155.4,         0.0,         0.0,         0.0,         0.0
"Line.174948"           ,   2,      -335.8,      -155.4
"Line.174950"           ,   1,       539.2,       250.1,         0.0,         0.0,         0.0,         0.0
"Line.174950"           ,   2,      -539.2,      -250.1
"Line.174951"           ,   1,        95.5,        43.9,         0.0,         0.0,         0.0,         0.0
"Line.174951"           ,   2,       -95.5,       -43.9
"Line.174952"           ,   1,       443.7,       206.2,         0.0,         0.0,         0.0,         0.0
"Line.174952"           ,   2,      -443.6,      -206.1
"Line.174953"           ,   1,       443.6,       206.1,         0.0,         0.0,         0.0,         0.0
"Line.174953"           ,   2,      -443.6,      -206.1
"Line.174954"           ,   1,       431.6,       200.6,         0.0,         0.0,         0.0,         0.0
"Line.174954"           ,   2,      -431.6,      -200.6
"Line.174955"           ,   1,       335.8,       155.4,         0.0,         0.0,         0.0,         0.0
"Line.174955"           ,   2,      -335.8,      -155.4
"Line.174956"           ,   1,        95.5,        43.9,         0.0,         0.0,         0.0,         0.0
"Line.174956"           ,   2,       -95.5,       -43.9
"Line.174957"           ,   1,        95.7,        45.2,         0.0,         0.0,         0.0,         0.0
"Line.174957"           ,   2,       -95.7,       -45.2
"Line.174958"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.174958"           ,   2,        -0.3,        -1.4
"Line.174959"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.174959"           ,   2,        -0.3,        -1.4
"Line.174960"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.174960"           ,   2,        -0.3,        -1.4
"Line.174961"           ,   1,       114.1,        52.7,         0.0,         0.0,         0.0,         0.0
"Line.174961"           ,   2,      -114.0,       -52.7
"Line.174962"           ,   1,        91.2,        42.1,         0.0,         0.0,         0.0,         0.0
"Line.174962"           ,   2,       -91.2,       -42.1
"Line.174963"           ,   1,        76.0,        35.1,         0.0,         0.0,         0.0,         0.0
"Line.174963"           ,   2,       -76.0,       -35.1
"Line.174964"           ,   1,        45.6,        21.0,         0.0,         0.0,         0.0,         0.0
"Line.174964"           ,   2,       -45.6,       -21.0
"Line.174965"           ,   1,        30.4,        14.1,         0.0,         0.0,         0.0,         0.0
"Line.174965"           ,   2,       -30.4,       -14.1
"Line.174966"           ,   1,       100.3,        45.7,         0.0,         0.0,         0.0,         0.0
"Line.174966"           ,   2,      -100.3,       -45.7
"Line.174967"           ,   1,        25.1,        11.5,         0.0,         0.0,         0.0,         0.0
"Line.174967"           ,   2,       -25.1,       -11.5
"Line.174968"           ,   1,        25.1,        11.5,         0.0,         0.0,         0.0,         0.0
"Line.174968"           ,   2,       -25.1,       -11.5
"Line.174969"           ,   1,        50.1,        22.7,         0.0,         0.0,         0.0,         0.0
"Line.174969"           ,   2,       -50.1,       -22.7
"Line.174970"           ,   1,        33.4,        15.1,         0.0,         0.0,         0.0,         0.0
"Line.174970"           ,   2,       -33.4,       -15.1
"Line.174971"           ,   1,        16.7,         7.6,         0.0,         0.0,         0.0,         0.0
"Line.174971"           ,   2,       -16.7,        -7.6
"Line.174972"           ,   1,        16.7,         7.6,         0.0,         0.0,         0.0,         0.0
"Line.174972"           ,   2,       -16.7,        -7.6
"Line.174973"           ,   1,       121.5,        57.0,         0.0,         0.0,         0.0,         0.0
"Line.174973"           ,   2,      -121.5,       -57.0
"Line.174974"           ,   1,        97.2,        45.6,         0.0,         0.0,         0.0,         0.0
"Line.174974"           ,   2,       -97.2,       -45.6
"Line.174975"           ,   1,        72.9,        34.3,         0.0,         0.0,         0.0,         0.0
"Line.174975"           ,   2,       -72.9,       -34.3
"Line.174976"           ,   1,        16.2,         7.4,         0.0,         0.0,         0.0,         0.0
"Line.174976"           ,   2,       -16.2,        -7.4
"Line.174977"           ,   1,        56.7,        26.8,         0.0,         0.0,         0.0,         0.0
"Line.174977"           ,   2,       -56.7,       -26.8
"Line.174978"           ,   1,        24.4,        11.8,         0.0,         0.0,         0.0,         0.0
"Line.174978"           ,   2,       -24.4,       -11.8
"Line.174979"           ,   1,         0.2,         0.5,         0.0,         0.0,         0.0,         0.0
"Line.174979"           ,   2,        -0.2,        -0.5
"Line.174980"           ,   1,      -539.5,      -250.6,         0.0,         0.0,         0.0,         0.0
"Line.174980"           ,   2,       539.6,       251.0
"Line.174981"           ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.174981"           ,   2,        -0.0,        -0.0
"Line.174982"           ,   1,      -539.6,      -251.0,         0.0,         0.0,         0.0,         0.0
"Line.174982"           ,   2,       539.6,       251.0
"Line.174983"           ,   1,     -2168.3,       116.4,         0.0,         0.0,         0.0,         0.0
"Line.174983"           ,   2,      2168.4,      -115.9
"Line.174984"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.174984"           ,   2,        -0.0,         0.0
"Line.174987"           ,   1,      1628.7,      -367.3,         0.0,         0.0,         0.0,         0.0
"Line.174987"           ,   2,     -1628.6,       367.7
"Line.174988"           ,   1,       556.0,      -829.3,         0.0,         0.0,         0.0,         0.0
"Line.174988"           ,   2,      -556.0,       829.3
"Line.174989"           ,   1,       111.0,        52.6,         0.0,         0.0,         0.0,         0.0
"Line.174989"           ,   2,      -111.0,       -52.6
"Line.174990"           ,   1,      1072.5,       461.5,         0.0,         0.0,         0.0,         0.0
"Line.174990"           ,   2,     -1072.5,      -461.5
"Line.174991"           ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.174991"           ,   2,        -0.0,        -0.0
"Line.174994"           ,   1,       125.4,        57.3,         0.0,         0.0,         0.0,         0.0
"Line.174994"           ,   2,      -125.4,       -57.3
"Line.174995"           ,   1,     -2168.7,       115.4,         0.0,         0.0,         0.0,         0.0
"Line.174995"           ,   2,      2169.0,      -114.3
"Line.174998"           ,   1,     -2488.6,       -27.8,         0.0,         0.0,         0.0,         0.0
"Line.174998"           ,   2,      2488.8,        28.5
"Line.174999"           ,   1,     -2491.9,       -29.9,         0.0,         0.0,         0.0,         0.0
"Line.174999"           ,   2,      2492.1,        30.5
"Line.175000"           ,   1,       125.4,        57.3,         0.0,         0.0,         0.0,         0.0
"Line.175000"           ,   2,      -125.4,       -57.3
"Line.175001"           ,   1,        -0.3,        -1.4,         0.0,         0.0,         0.0,         0.0
"Line.175001"           ,   2,         0.3,         1.4
"Line.175002"           ,   1,       111.0,        52.6,         0.0,         0.0,         0.0,         0.0
"Line.175002"           ,   2,      -111.0,       -52.6
"Line.175003"           ,   1,        95.7,        45.7,         0.0,         0.0,         0.0,         0.0
"Line.175003"           ,   2,       -95.7,       -45.7
"Line.175004"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.175004"           ,   2,        -0.3,        -1.4
"Line.175005"           ,   1,         0.3,         1.4,         0.0,         0.0,         0.0,         0.0
"Line.175005"           ,   2,        -0.3,        -1.4
"Line.175006"           ,   1,        92.0,        42.3,         0.0,         0.0,         0.0,         0.0
"Line.175006"           ,   2,       -92.0,       -42.3
"Line.175007"           ,   1,     -2686.0,      -119.7,         0.0,         0.0,         0.0,         0.0
"Line.175007"           ,   2,      2686.2,       120.4
"Line.175008"           ,   1,     -2686.2,       971.2,         0.0,         0.0,         0.0,         0.0
"Line.175008"           ,   2,      2686.5,      -970.3
"Line.175009"           ,   1,        92.0,        42.3,         0.0,         0.0,         0.0,         0.0
"Line.175009"           ,   2,       -92.0,       -42.3
"Line.175010"           ,   1,        91.4,        42.5,         0.0,         0.0,         0.0,         0.0
"Line.175010"           ,   2,       -91.4,       -42.5
"Line.175011"           ,   1,        15.2,         7.0,         0.0,         0.0,         0.0,         0.0
"Line.175011"           ,   2,       -15.2,        -7.0
"Line.175013"           ,   1,        76.1,        35.5,         0.0,         0.0,         0.0,         0.0
"Line.175013"           ,   2,       -76.1,       -35.5
"Line.175014"           ,   1,        22.9,        10.7,         0.0,         0.0,         0.0,         0.0
"Line.175014"           ,   2,       -22.9,       -10.7
"Line.175015"           ,   1,        53.3,        24.8,         0.0,         0.0,         0.0,         0.0
"Line.175015"           ,   2,       -53.3,       -24.8
"Line.175016"           ,   1,        22.9,        10.7,         0.0,         0.0,         0.0,         0.0
"Line.175016"           ,   2,       -22.9,       -10.7
"Line.175017"           ,   1,        30.4,        14.2,         0.0,         0.0,         0.0,         0.0
"Line.175017"           ,   2,       -30.4,       -14.2
"Line.175018"           ,   1,       -15.2,        -7.0,         0.0,         0.0,         0.0,         0.0
"Line.175018"           ,   2,        15.2,         7.0
"Line.175019"           ,   1,        22.8,        10.7,         0.0,         0.0,         0.0,         0.0
"Line.175019"           ,   2,       -22.8,       -10.7
"Line.175020"           ,   1,       -38.1,       -17.7,         0.0,         0.0,         0.0,         0.0
"Line.175020"           ,   2,        38.1,        17.7
"Line.175021"           ,   1,       -68.5,       -31.8,         0.0,         0.0,         0.0,         0.0
"Line.175021"           ,   2,        68.5,        31.8
"Line.175022"           ,   1,        92.0,        42.3,         0.0,         0.0,         0.0,         0.0
"Line.175022"           ,   2,       -92.0,       -42.3
"Line.175023"           ,   1,       125.4,        57.3,         0.0,         0.0,         0.0,         0.0
"Line.175023"           ,   2,      -125.4,       -57.3
"Line.175024"           ,   1,        92.0,        42.0,         0.0,         0.0,         0.0,         0.0
"Line.175024"           ,   2,       -92.0,       -42.0
"Line.175025"           ,   1,        66.9,        30.4,         0.0,         0.0,         0.0,         0.0
"Line.175025"           ,   2,       -66.9,       -30.4
"Line.175026"           ,   1,        33.4,        15.1,         0.0,         0.0,         0.0,         0.0
"Line.175026"           ,   2,       -33.4,       -15.1
"Line.175027"           ,   1,        16.7,         7.6,         0.0,         0.0,         0.0,         0.0
"Line.175027"           ,   2,       -16.7,        -7.6
"Line.175029"           ,   1,       -83.6,       -38.4,         0.0,         0.0,         0.0,         0.0
"Line.175029"           ,   2,        83.6,        38.4
"Line.175030"           ,   1,        83.6,        38.4,         0.0,         0.0,         0.0,         0.0
"Line.175030"           ,   2,       -83.6,       -38.4
"Line.175031"           ,   1,        33.4,        15.3,         0.0,         0.0,         0.0,         0.0
"Line.175031"           ,   2,       -33.4,       -15.3
"Line.175032"           ,   1,        50.2,        23.1,         0.0,         0.0,         0.0,         0.0
"Line.175032"           ,   2,       -50.2,       -23.1
"Line.175033"           ,   1,        25.1,        11.6,         0.0,         0.0,         0.0,         0.0
"Line.175033"           ,   2,       -25.1,       -11.6
"Line.175034"           ,   1,      -345.0,      -170.3,         0.0,         0.0,         0.0,         0.0
"Line.175034"           ,   2,       345.0,       170.3
"Line.175035"           ,   1,         3.0,        13.6,         0.0,         0.0,         0.0,         0.0
"Line.175035"           ,   2,        -3.0,       -13.6
"Line.175036"           ,   1,       318.6,       145.8,         0.0,         0.0,         0.0,         0.0
"Line.175036"           ,   2,      -318.6,      -145.8
"Line.175037"           ,   1,     -2869.9,       885.5,         0.0,         0.0,         0.0,         0.0
"Line.175037"           ,   2,      2870.2,      -884.5
"Line.175038"           ,   1,       345.0,       170.3,         0.0,         0.0,         0.0,         0.0
"Line.175038"           ,   2,      -345.0,      -170.3
"Line.175040"           ,   1,         3.0,        13.6,         0.0,         0.0,         0.0,         0.0
"Line.175040"           ,   2,        -3.0,       -13.6
"Line.175041"           ,   1,       342.0,       156.6,         0.0,         0.0,         0.0,         0.0
"Line.175041"           ,   2,      -342.0,      -156.6
"Line.175042"           ,   1,       326.7,       149.6,         0.0,         0.0,         0.0,         0.0
"Line.175042"           ,   2,      -326.7,      -149.6
"Line.175043"           ,   1,         8.1,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.175043"           ,   2,        -8.1,        -3.8
"Line.175044"           ,   1,       318.6,       145.8,         0.0,         0.0,         0.0,         0.0
"Line.175044"           ,   2,      -318.6,      -145.8
"Line.175045"           ,   1,         8.1,         3.8,         0.0,         0.0,         0.0,         0.0
"Line.175045"           ,   2,        -8.1,        -3.8
"Line.175046"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.175046"           ,   2,        -0.0,         0.0
"Line.175047"           ,   1,       318.6,       145.8,         0.0,         0.0,         0.0,         0.0
"Line.175047"           ,   2,      -318.6,      -145.8
"Line.175048"           ,   1,         3.0,        13.6,         0.0,         0.0,         0.0,         0.0
"Line.175048"           ,   2,        -3.0,       -13.6
"Line.175049"           ,   1,     -3215.2,       714.2,         0.0,         0.0,         0.0,         0.0
"Line.175049"           ,   2,      3216.4,      -710.0
"Line.175051"           ,   1,       643.3,       297.7,         0.0,         0.0,         0.0,         0.0
"Line.175051"           ,   2,      -643.2,      -297.6
"Line.175052"           ,   1,      1055.8,       453.6,         0.0,         0.0,         0.0,         0.0
"Line.175052"           ,   2,     -1055.8,      -453.6
"Line.175053"           ,   1,      1072.5,       461.5,         0.0,         0.0,         0.0,         0.0
"Line.175053"           ,   2,     -1072.1,      -461.3
"Line.175054"           ,   1,      1072.0,       461.1,         0.0,         0.0,         0.0,         0.0
"Line.175054"           ,   2,     -1071.9,      -461.0
"Line.175055"           ,   1,      1057.3,       454.4,         0.0,         0.0,         0.0,         0.0
"Line.175055"           ,   2,     -1055.8,      -453.6
"Line.175056"           ,   1,      1055.8,       453.6,         0.0,         0.0,         0.0,         0.0
"Line.175056"           ,   2,     -1055.8,      -453.5
"Line.175057"           ,   1,       960.4,       409.8,         0.0,         0.0,         0.0,         0.0
"Line.175057"           ,   2,      -960.4,      -409.7
"Line.175058"           ,   1,       319.0,       141.2,         0.0,         0.0,         0.0,         0.0
"Line.175058"           ,   2,      -319.0,      -141.2
"Line.175059"           ,   1,       641.4,       268.6,         0.0,         0.0,         0.0,         0.0
"Line.175059"           ,   2,      -641.1,      -268.4
"Line.175060"           ,   1,       445.1,      -881.9,         0.0,         0.0,         0.0,         0.0
"Line.175060"           ,   2,      -445.0,       882.2
"Line.175061"           ,   1,       445.0,       208.8,         0.0,         0.0,         0.0,         0.0
"Line.175061"           ,   2,      -444.9,      -208.7
"Line.175062"           ,   1,       444.8,       208.5,         0.0,         0.0,         0.0,         0.0
"Line.175062"           ,   2,      -444.8,      -208.5
"Line.175063"           ,   1,       444.8,       208.3,         0.0,         0.0,         0.0,         0.0
"Line.175063"           ,   2,      -444.7,      -208.3
"Line.175064"           ,   1,       444.7,       208.3,         0.0,         0.0,         0.0,         0.0
"Line.175064"           ,   2,      -444.7,      -208.3
"Line.175065"           ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.175065"           ,   2,        -0.0,        -0.0
"Line.175066"           ,   1,        -0.2,        -0.4,         0.0,         0.0,         0.0,         0.0
"Line.175066"           ,   2,         0.2,         0.4
"Line.175067"           ,   1,         0.2,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.175067"           ,   2,        -0.2,        -0.4
"Line.175068"           ,   1,         0.2,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.175068"           ,   2,        -0.2,        -0.4
"Line.175069"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.175069"           ,   2,         0.0,         0.0
"Line.175070"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.175070"           ,   2,         0.0,         0.0
"Line.175071"           ,   1,       444.5,       207.8,         0.0,         0.0,         0.0,         0.0
"Line.175071"           ,   2,      -444.5,      -207.8
"Line.175072"           ,   1,        72.0,        33.6,         0.0,         0.0,         0.0,         0.0
"Line.175072"           ,   2,       -72.0,       -33.6
"Line.175074"           ,   1,        72.0,        33.6,         0.0,         0.0,         0.0,         0.0
"Line.175074"           ,   2,       -72.0,       -33.6
"Line.175075"           ,   1,        72.0,        33.6,         0.0,         0.0,         0.0,         0.0
"Line.175075"           ,   2,       -72.0,       -33.6
"Line.175078"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.175078"           ,   2,         0.0,         0.0
"Line.175079"           ,   1,      -372.4,      -174.1,         0.0,         0.0,         0.0,         0.0
"Line.175079"           ,   2,       372.4,       174.1
"Line.175080"           ,   1,       372.5,       174.2,         0.0,         0.0,         0.0,         0.0
"Line.175080"           ,   2,      -372.4,      -174.2
"Line.175081"           ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.175081"           ,   2,        -0.0,        -0.0
"Line.175082"           ,   1,       372.4,       174.2,         0.0,         0.0,         0.0,         0.0
"Line.175082"           ,   2,      -372.4,      -174.1
"Line.175083"           ,   1,       372.4,       174.1,         0.0,         0.0,         0.0,         0.0
"Line.175083"           ,   2,      -372.4,      -174.1
"Line.175084"           ,   1,       372.4,       174.1,         0.0,         0.0,         0.0,         0.0
"Line.175084"           ,   2,      -372.3,      -174.1
"Line.175085"           ,   1,       372.3,       174.0,         0.0,         0.0,         0.0,         0.0
"Line.175085"           ,   2,      -372.3,      -174.0
"Line.175086"           ,   1,       357.7,       167.3,         0.0,         0.0,         0.0,         0.0
"Line.175086"           ,   2,      -357.6,      -167.2
"Line.175087"           ,   1,       343.1,       160.5,         0.0,         0.0,         0.0,         0.0
"Line.175087"           ,   2,      -343.1,      -160.5
"Line.175088"           ,   1,        46.9,        21.7,         0.0,         0.0,         0.0,         0.0
"Line.175088"           ,   2,       -46.9,       -21.7
"Line.175089"           ,   1,        32.3,        15.0,         0.0,         0.0,         0.0,         0.0
"Line.175089"           ,   2,       -32.3,       -15.0
"Line.175090"           ,   1,        47.7,        22.2,         0.0,         0.0,         0.0,         0.0
"Line.175090"           ,   2,       -47.7,       -22.2
"Line.175091"           ,   1,       296.2,       138.8,         0.0,         0.0,         0.0,         0.0
"Line.175091"           ,   2,      -296.2,      -138.8
"Line.175092"           ,   1,        47.7,        22.2,         0.0,         0.0,         0.0,         0.0
"Line.175092"           ,   2,       -47.7,       -22.2
"Line.175093"           ,   1,       248.5,       116.6,         0.0,         0.0,         0.0,         0.0
"Line.175093"           ,   2,      -248.4,      -116.6
"Line.175094"           ,   1,        47.7,        22.2,         0.0,         0.0,         0.0,         0.0
"Line.175094"           ,   2,       -47.7,       -22.2
"Line.175098"           ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.175098"           ,   2,         0.0,         0.0
"Line.182901"           ,   1,      -214.8,      -100.2,         0.0,         0.0,         0.0,         0.0
"Line.182901"           ,   2,       214.8,       100.2
"Line.182907"           ,   1,      -231.5,      -107.7,         0.0,         0.0,         0.0,         0.0
"Line.182907"           ,   2,       231.6,       107.8
"Line.182908"           ,   1,         0.4,         0.9,         0.0,         0.0,         0.0,         0.0
"Line.182908"           ,   2,        -0.4,        -0.9
"Line.182909"           ,   1,      -231.9,      -108.7,         0.0,         0.0,         0.0,         0.0
"Line.182909"           ,   2,       232.0,       108.7
"Line.182910"           ,   1,         0.2,         0.4,         0.0,         0.0,         0.0,         0.0
"Line.182910"           ,   2,        -0.2,        -0.4
"Line.182911"           ,   1,       214.8,       100.2,         0.0,         0.0,         0.0,         0.0
"Line.182911"           ,   2,      -214.8,      -100.2
"Line.182912"           ,   1,       190.7,        89.1,         0.0,         0.0,         0.0,         0.0
"Line.182912"           ,   2,      -190.7,       -89.1
"Line.182913"           ,   1,        24.1,        11.1,         0.0,         0.0,         0.0,         0.0
"Line.182913"           ,   2,       -24.1,       -11.1
"Line.182914"           ,   1,        95.2,        44.4,         0.0,         0.0,         0.0,         0.0
"Line.182914"           ,   2,       -95.2,       -44.4
"Line.182915"           ,   1,        95.5,        44.7,         0.0,         0.0,         0.0,         0.0
"Line.182915"           ,   2,       -95.5,       -44.7
"Line.182916"           ,   1,        47.6,        22.1,         0.0,         0.0,         0.0,         0.0
"Line.182916"           ,   2,       -47.6,       -22.1
"Line.183044"           ,   1,      -214.2,       -98.9,         0.0,         0.0,         0.0,         0.0
"Line.183044"           ,   2,       214.2,        98.9
"Line.183045"           ,   1,      -429.0,      -198.7,         0.0,         0.0,         0.0,         0.0
"Line.183045"           ,   2,       429.0,       198.7
"Line.183046"           ,   1,       643.2,       297.6,         0.0,         0.0,         0.0,         0.0
"Line.183046"           ,   2,      -643.2,      -297.6
"Line.183048"           ,   1,       643.2,       297.6,         0.0,         0.0,         0.0,         0.0
"Line.183048"           ,   2,      -643.2,      -297.6
"Line.184239"           ,   1,        57.0,        27.6,         0.0,         0.0,         0.0,         0.0
"Line.184239"           ,   2,       -57.0,       -27.6
"Line.184240"           ,   1,        56.7,        26.5,         0.0,         0.0,         0.0,         0.0
"Line.184240"           ,   2,       -56.7,       -26.5
"Line.184241"           ,   1,        24.3,        11.4,         0.0,         0.0,         0.0,         0.0
"Line.184241"           ,   2,       -24.3,       -11.4
