SmartMeter_ID,Load_Name,Bus1,Base_Bus,Phases,kV,kW,pf,xfkVA
SM_282,1000582-DA2,S2X_1000582.1,S2X_1000582,1,0.24,0.0001,0.9,7.142857
SM_283,1000582-DA3,S3X_1000582.1,S3X_1000582,1,0.24,0.0001,0.9,7.142857
SM_284,1000582-DA4,S4X_1000582.1,S4X_1000582,1,0.24,0.0001,0.9,7.142857
SM_285,1000582-DA5,S5X_1000582.1,S5X_1000582,1,0.24,0.0001,0.9,7.142857
SM_286,1000582-DA6,S6X_1000582.1,S6X_1000582,1,0.24,0.0001,0.9,7.142857
SM_287,1000582-DA7,S7X_1000582.1,S7X_1000582,1,0.24,0.0001,0.9,7.142857
SM_288,1000581-DA1,S1X_1000581.1,S1X_1000581,1,0.24,0.0001,0.9,6.25
SM_289,1000581-DA2,S2X_1000581.1,S2X_1000581,1,0.24,0.0001,0.9,6.25
SM_290,1000581-DA3,S3X_1000581.1,S3X_1000581,1,0.24,0.0001,0.9,6.25
SM_291,1000581-DA4,S4X_1000581.1,S4X_1000581,1,0.24,0.0001,0.9,6.25
SM_292,1000581-DA5,S5X_1000581.1,S5X_1000581,1,0.24,0.0001,0.9,6.25
SM_293,1000581-DA6,S6X_1000581.1,S6X_1000581,1,0.24,0.0001,0.9,6.25
SM_294,1000581-DA7,S7X_1000581.1,S7X_1000581,1,0.24,0.0001,0.9,6.25
SM_295,1000581-DA8,S8X_1000581.1,S8X_1000581,1,0.24,0.0001,0.9,6.25
SM_296,1000537-DA1,S1X_1000537.1,S1X_1000537,1,0.24,0.0001,0.9,5.769231
SM_297,1000537-DA2,S2X_1000537.1,S2X_1000537,1,0.24,0.0001,0.9,5.769231
SM_298,1000537-DA3,S3X_1000537.1,S3X_1000537,1,0.24,0.0001,0.9,5.769231
SM_299,1000537-DA4,S4X_1000537.1,S4X_1000537,1,0.24,0.0001,0.9,5.769231
SM_300,1000537-DA5,S5X_1000537.1,S5X_1000537,1,0.24,0.0001,0.9,5.769231
SM_301,1000537-DA6,S6X_1000537.1,S6X_1000537,1,0.24,0.0001,0.9,5.769231
SM_302,1000537-DA7,S7X_1000537.1,S7X_1000537,1,0.24,0.0001,0.9,5.769231
SM_303,1000537-DA8,S8X_1000537.1,S8X_1000537,1,0.24,0.0001,0.9,5.769231
SM_304,1000537-DA9,S9X_1000537.1,S9X_1000537,1,0.24,0.0001,0.9,5.769231
SM_305,1000537-DA10,S10X_1000537.1,S10X_1000537,1,0.24,0.0001,0.9,5.769231
SM_306,1000537-DA11,S11X_1000537.1,S11X_1000537,1,0.24,0.0001,0.9,5.769231
SM_307,1000537-DA12,S12X_1000537.1,S12X_1000537,1,0.24,0.0001,0.9,5.769231
SM_308,1000537-DA13,S13X_1000537.1,S13X_1000537,1,0.24,0.0001,0.9,5.769231
SM_309,1000536-DA1,S1X_1000536.1,S1X_1000536,1,0.24,0.0001,0.9,9.090909
SM_310,1000536-DA2,S2X_1000536.1,S2X_1000536,1,0.24,0.0001,0.9,9.090909
SM_311,1000536-DA3,S3X_1000536.1,S3X_1000536,1,0.24,0.0001,0.9,9.090909
SM_312,1000536-DA4,S4X_1000536.1,S4X_1000536,1,0.24,0.0001,0.9,9.090909
SM_313,1000536-DA5,S5X_1000536.1,S5X_1000536,1,0.24,0.0001,0.9,9.090909
SM_314,1000536-DA6,S6X_1000536.1,S6X_1000536,1,0.24,0.0001,0.9,9.090909
SM_315,1000536-DA7,S7X_1000536.1,S7X_1000536,1,0.24,0.0001,0.9,9.090909
SM_316,1000536-DA8,S8X_1000536.1,S8X_1000536,1,0.24,0.0001,0.9,9.090909
SM_317,1000536-DA9,S9X_1000536.1,S9X_1000536,1,0.24,0.0001,0.9,9.090909
SM_318,1000536-DA10,S10X_1000536.1,S10X_1000536,1,0.24,0.0001,0.9,9.090909
SM_319,1000536-DA11,S11X_1000536.1,S11X_1000536,1,0.24,0.0001,0.9,9.090909
SM_320,1000534-DC1,S1X_1000534.3,S1X_1000534,1,0.24,0.0001,0.9,2.272727
SM_321,1000534-DC2,S2X_1000534.3,S2X_1000534,1,0.24,0.0001,0.9,2.272727
SM_322,1000534-DC3,S3X_1000534.3,S3X_1000534,1,0.24,0.0001,0.9,2.272727
SM_323,1000534-DC4,S4X_1000534.3,S4X_1000534,1,0.24,0.0001,0.9,2.272727
SM_324,1000534-DC5,S5X_1000534.3,S5X_1000534,1,0.24,0.0001,0.9,2.272727
SM_325,1000534-DC6,S6X_1000534.3,S6X_1000534,1,0.24,0.0001,0.9,2.272727
SM_326,1000534-DC7,S7X_1000534.3,S7X_1000534,1,0.24,0.0001,0.9,2.272727
SM_327,1000534-DC8,S8X_1000534.3,S8X_1000534,1,0.24,0.0001,0.9,2.272727
SM_328,1000534-DC9,S9X_1000534.3,S9X_1000534,1,0.24,0.0001,0.9,2.272727
SM_329,1000534-DC10,S10X_1000534.3,S10X_1000534,1,0.24,0.0001,0.9,2.272727
SM_330,1000534-DC11,S11X_1000534.3,S11X_1000534,1,0.24,0.0001,0.9,2.272727
SM_331,1000535-DC1,S1X_1000535.3,S1X_1000535,1,0.24,0.0001,0.9,9.090909
SM_332,1000535-DC2,S2X_1000535.3,S2X_1000535,1,0.24,0.0001,0.9,9.090909
SM_333,1000535-DC3,S3X_1000535.3,S3X_1000535,1,0.24,0.0001,0.9,9.090909
SM_334,1000535-DC4,S4X_1000535.3,S4X_1000535,1,0.24,0.0001,0.9,9.090909
SM_335,1000535-DC5,S5X_1000535.3,S5X_1000535,1,0.24,0.0001,0.9,9.090909
SM_336,1000535-DC6,S6X_1000535.3,S6X_1000535,1,0.24,0.0001,0.9,9.090909
SM_337,1000535-DC7,S7X_1000535.3,S7X_1000535,1,0.24,0.0001,0.9,9.090909
SM_338,1000535-DC8,S8X_1000535.3,S8X_1000535,1,0.24,0.0001,0.9,9.090909
SM_339,1000535-DC9,S9X_1000535.3,S9X_1000535,1,0.24,0.0001,0.9,9.090909
SM_340,1000535-DC10,S10X_1000535.3,S10X_1000535,1,0.24,0.0001,0.9,9.090909
SM_341,1000535-DC11,S11X_1000535.3,S11X_1000535,1,0.24,0.0001,0.9,9.090909
SM_342,1000586-DC1,S1X_1000586.3,S1X_1000586,1,0.24,0.0001,0.9,12.5
SM_343,1000586-DC2,S2X_1000586.3,S2X_1000586,1,0.24,0.0001,0.9,12.5
SM_344,1000586-DC3,S3X_1000586.3,S3X_1000586,1,0.24,0.0001,0.9,12.5
SM_345,1000586-DC4,S4X_1000586.3,S4X_1000586,1,0.24,0.0001,0.9,12.5
SM_346,1000589-DC1,S1X_1000589.3,S1X_1000589,1,0.24,0.0001,0.9,10
SM_347,1000589-DC2,S2X_1000589.3,S2X_1000589,1,0.24,0.0001,0.9,10
SM_348,1000589-DC3,S3X_1000589.3,S3X_1000589,1,0.24,0.0001,0.9,10
SM_349,1000589-DC4,S4X_1000589.3,S4X_1000589,1,0.24,0.0001,0.9,10
SM_350,1000589-DC5,S5X_1000589.3,S5X_1000589,1,0.24,0.0001,0.9,10
SM_351,1000589-DC6,S6X_1000589.3,S6X_1000589,1,0.24,0.0001,0.9,10
SM_352,1000589-DC7,S7X_1000589.3,S7X_1000589,1,0.24,0.0001,0.9,10
SM_353,1000589-DC8,S8X_1000589.3,S8X_1000589,1,0.24,0.0001,0.9,10
SM_354,1000589-DC9,S9X_1000589.3,S9X_1000589,1,0.24,0.0001,0.9,10
SM_355,1000589-DC10,S10X_1000589.3,S10X_1000589,1,0.24,0.0001,0.9,10
SM_356,1000587-DC1,S1X_1000587.3,S1X_1000587,1,0.24,0.0001,0.9,6.818182
SM_357,1000587-DC2,S2X_1000587.3,S2X_1000587,1,0.24,0.0001,0.9,6.818182
SM_358,1000587-DC3,S3X_1000587.3,S3X_1000587,1,0.24,0.0001,0.9,6.818182
SM_359,1000587-DC4,S4X_1000587.3,S4X_1000587,1,0.24,0.0001,0.9,6.818182
SM_360,1000587-DC5,S5X_1000587.3,S5X_1000587,1,0.24,0.0001,0.9,6.818182
SM_361,1000587-DC6,S6X_1000587.3,S6X_1000587,1,0.24,0.0001,0.9,6.818182
SM_362,1000587-DC7,S7X_1000587.3,S7X_1000587,1,0.24,0.0001,0.9,6.818182
SM_363,1000587-DC8,S8X_1000587.3,S8X_1000587,1,0.24,0.0001,0.9,6.818182
SM_364,1000587-DC9,S9X_1000587.3,S9X_1000587,1,0.24,0.0001,0.9,6.818182
SM_365,1000587-DC10,S10X_1000587.3,S10X_1000587,1,0.24,0.0001,0.9,6.818182
SM_366,1000587-DC11,S11X_1000587.3,S11X_1000587,1,0.24,0.0001,0.9,6.818182
SM_367,1000588-DC1,S1X_1000588.3,S1X_1000588,1,0.24,0.0001,0.9,7.5
SM_368,1000588-DC2,S2X_1000588.3,S2X_1000588,1,0.24,0.0001,0.9,7.5
SM_369,1000588-DC3,S3X_1000588.3,S3X_1000588,1,0.24,0.0001,0.9,7.5
SM_370,1000588-DC4,S4X_1000588.3,S4X_1000588,1,0.24,0.0001,0.9,7.5
SM_371,1000588-DC5,S5X_1000588.3,S5X_1000588,1,0.24,0.0001,0.9,7.5
SM_372,1000588-DC6,S6X_1000588.3,S6X_1000588,1,0.24,0.0001,0.9,7.5
SM_373,1000588-DC7,S7X_1000588.3,S7X_1000588,1,0.24,0.0001,0.9,7.5
SM_374,1000588-DC8,S8X_1000588.3,S8X_1000588,1,0.24,0.0001,0.9,7.5
SM_375,1000588-DC9,S9X_1000588.3,S9X_1000588,1,0.24,0.0001,0.9,7.5
SM_376,1000588-DC10,S10X_1000588.3,S10X_1000588,1,0.24,0.0001,0.9,7.5
SM_377,1000585-DC1,S1X_1000585.3,S1X_1000585,1,0.24,0.0001,0.9,8.333333
SM_378,1000585-DC2,S2X_1000585.3,S2X_1000585,1,0.24,0.0001,0.9,8.333333
SM_379,1000585-DC3,S3X_1000585.3,S3X_1000585,1,0.24,0.0001,0.9,8.333333
SM_380,1000585-DC4,S4X_1000585.3,S4X_1000585,1,0.24,0.0001,0.9,8.333333
SM_381,1000585-DC5,S5X_1000585.3,S5X_1000585,1,0.24,0.0001,0.9,8.333333
SM_382,1000585-DC6,S6X_1000585.3,S6X_1000585,1,0.24,0.0001,0.9,8.333333
SM_383,1000584-DC1,S1X_1000584.3,S1X_1000584,1,0.24,0.0001,0.9,7.692307
SM_384,1000584-DC2,S2X_1000584.3,S2X_1000584,1,0.24,0.0001,0.9,7.692307
SM_385,1000584-DC3,S3X_1000584.3,S3X_1000584,1,0.24,0.0001,0.9,7.692307
SM_386,1000584-DC4,S4X_1000584.3,S4X_1000584,1,0.24,0.0001,0.9,7.692307
SM_387,1000584-DC5,S5X_1000584.3,S5X_1000584,1,0.24,0.0001,0.9,7.692307
SM_388,1000584-DC6,S6X_1000584.3,S6X_1000584,1,0.24,0.0001,0.9,7.692307
SM_389,1000584-DC7,S7X_1000584.3,S7X_1000584,1,0.24,0.0001,0.9,7.692307
SM_390,1000584-DC8,S8X_1000584.3,S8X_1000584,1,0.24,0.0001,0.9,7.692307
SM_391,1000584-DC9,S9X_1000584.3,S9X_1000584,1,0.24,0.0001,0.9,7.692307
SM_392,1000584-DC10,S10X_1000584.3,S10X_1000584,1,0.24,0.0001,0.9,7.692307
SM_393,1000584-DC11,S11X_1000584.3,S11X_1000584,1,0.24,0.0001,0.9,7.692307
SM_394,1000584-DC12,S12X_1000584.3,S12X_1000584,1,0.24,0.0001,0.9,7.692307
SM_395,1000584-DC13,S13X_1000584.3,S13X_1000584,1,0.24,0.0001,0.9,7.692307
SM_396,1000583-DC1,S1X_1000583.3,S1X_1000583,1,0.24,0.0001,0.9,7.5
SM_397,1000583-DC2,S2X_1000583.3,S2X_1000583,1,0.24,0.0001,0.9,7.5
SM_398,1000583-DC3,S3X_1000583.3,S3X_1000583,1,0.24,0.0001,0.9,7.5
SM_399,1000583-DC4,S4X_1000583.3,S4X_1000583,1,0.24,0.0001,0.9,7.5
SM_400,1000583-DC5,S5X_1000583.3,S5X_1000583,1,0.24,0.0001,0.9,7.5
SM_401,1000583-DC6,S6X_1000583.3,S6X_1000583,1,0.24,0.0001,0.9,7.5
SM_402,1000583-DC7,S7X_1000583.3,S7X_1000583,1,0.24,0.0001,0.9,7.5
SM_403,1000583-DC8,S8X_1000583.3,S8X_1000583,1,0.24,0.0001,0.9,7.5
SM_404,1000583-DC9,S9X_1000583.3,S9X_1000583,1,0.24,0.0001,0.9,7.5
SM_405,1000583-DC10,S10X_1000583.3,S10X_1000583,1,0.24,0.0001,0.9,7.5
SM_406,1000016-DB1,S1X_1000016.2,S1X_1000016,1,0.24,0.0001,0.9,6.25
SM_407,1000016-DB2,S2X_1000016.2,S2X_1000016,1,0.24,0.0001,0.9,6.25
SM_408,1000016-DB3,S3X_1000016.2,S3X_1000016,1,0.24,0.0001,0.9,6.25
SM_409,1000016-DB4,S4X_1000016.2,S4X_1000016,1,0.24,0.0001,0.9,6.25
SM_410,1000015-DA1,S1X_1000015.1,S1X_1000015,1,0.24,0.0001,0.9,10
SM_411,1000015-DA2,S2X_1000015.1,S2X_1000015,1,0.24,0.0001,0.9,10
SM_412,1000015-DA3,S3X_1000015.1,S3X_1000015,1,0.24,0.0001,0.9,10
SM_413,1000015-DA4,S4X_1000015.1,S4X_1000015,1,0.24,0.0001,0.9,10
SM_414,1000015-DA5,S5X_1000015.1,S5X_1000015,1,0.24,0.0001,0.9,10
SM_415,1000764-D1,S1X_1000764,S1X_1000764,3,0.208,0.0001,0.9,166.665
SM_416,1000764-D2,S2X_1000764,S2X_1000764,3,0.208,0.0001,0.9,166.665
SM_417,1000764-D3,S3X_1000764,S3X_1000764,3,0.208,0.0001,0.9,166.665
SM_418,1000764-D4,S4X_1000764,S4X_1000764,3,0.208,0.0001,0.9,166.665
SM_419,1000764-D5,S5X_1000764,S5X_1000764,3,0.208,0.0001,0.9,166.665
SM_420,1000764-D6,S6X_1000764,S6X_1000764,3,0.208,0.0001,0.9,166.665
SM_421,1000199-DA1,S1X_1000199.1,S1X_1000199,1,0.24,0.0001,0.9,15
SM_422,1000199-DB1,S1X_1000199.2,S1X_1000199,1,0.24,0.0001,0.9,15
SM_423,1000199-DC1,S1X_1000199.3,S1X_1000199,1,0.24,0.0001,0.9,15
SM_424,1000567-D1,S1X_1000567,S1X_1000567,3,0.208,0.0001,0.9,100
SM_425,1000567-D2,S2X_1000567,S2X_1000567,3,0.208,0.0001,0.9,100
SM_426,1000567-D3,S3X_1000567,S3X_1000567,3,0.208,0.0001,0.9,100
SM_427,1001665-D1,S1X_1001665,S1X_1001665,3,0.208,0.0001,0.9,333.33
SM_428,1001665-D2,S2X_1001665,S2X_1001665,3,0.208,0.0001,0.9,333.33
SM_429,1001665-D3,S3X_1001665,S3X_1001665,3,0.208,0.0001,0.9,333.33
SM_430,1001577-D1,S1X_1001577,S1X_1001577,3,0.208,0.0001,0.9,666.67
SM_431,1001577-D2,S2X_1001577,S2X_1001577,3,0.208,0.0001,0.9,666.67
SM_432,1001577-D3,S3X_1001577,S3X_1001577,3,0.208,0.0001,0.9,666.67
SM_433,1002055-DA1,S1X_1002055.1,S1X_1002055,1,0.24,0.0001,0.9,25
SM_434,1002055-DB1,S1X_1002055.2,S1X_1002055,1,0.24,0.0001,0.9,25
SM_435,1002055-DC1,S1X_1002055.3,S1X_1002055,1,0.24,0.0001,0.9,25
SM_436,1000538-DA1,S1X_1000538.1,S1X_1000538,1,0.24,0.0001,0.9,15
SM_437,1000538-DB1,S1X_1000538.2,S1X_1000538,1,0.24,0.0001,0.9,15
SM_438,1000538-DC1,S1X_1000538.3,S1X_1000538,1,0.24,0.0001,0.9,15
SM_439,1000087-DA1,S1X_1000087.1,S1X_1000087,1,0.24,0.0001,0.9,15
SM_440,1000087-DB1,S1X_1000087.2,S1X_1000087,1,0.24,0.0001,0.9,15
SM_441,1000087-DC1,S1X_1000087.3,S1X_1000087,1,0.24,0.0001,0.9,15
SM_442,1000070-DB1,S1X_1000070.2,S1X_1000070,1,0.24,0.0001,0.9,20
SM_443,1000070-DB2,S2X_1000070.2,S2X_1000070,1,0.24,0.0001,0.9,20
SM_444,1000070-DB3,S3X_1000070.2,S3X_1000070,1,0.24,0.0001,0.9,20
SM_445,1000070-DB4,S4X_1000070.2,S4X_1000070,1,0.24,0.0001,0.9,20
SM_446,1000070-DB5,S5X_1000070.2,S5X_1000070,1,0.24,0.0001,0.9,20
SM_447,1000071-DA1,S1X_1000071.1,S1X_1000071,1,0.24,0.0001,0.9,15
SM_448,1000071-DB1,S1X_1000071.2,S1X_1000071,1,0.24,0.0001,0.9,15
SM_449,1000071-DC1,S1X_1000071.3,S1X_1000071,1,0.24,0.0001,0.9,15
SM_450,1000119-DB1,S1X_1000119.2,S1X_1000119,1,0.24,0.0001,0.9,5
SM_451,1000119-DB2,S2X_1000119.2,S2X_1000119,1,0.24,0.0001,0.9,5
SM_452,1002001-D1,S1X_1002001,S1X_1002001,3,0.208,0.0001,0.9,8.333333
SM_453,1002001-D2,S2X_1002001,S2X_1002001,3,0.208,0.0001,0.9,8.333333
SM_454,1002001-D3,S3X_1002001,S3X_1002001,3,0.208,0.0001,0.9,8.333333
SM_455,1002001-D4,S4X_1002001,S4X_1002001,3,0.208,0.0001,0.9,8.333333
SM_456,1002001-D5,S5X_1002001,S5X_1002001,3,0.208,0.0001,0.9,8.333333
SM_457,1002001-D6,S6X_1002001,S6X_1002001,3,0.208,0.0001,0.9,8.333333
SM_458,1002001-D7,S7X_1002001,S7X_1002001,3,0.208,0.0001,0.9,8.333333
SM_459,1002001-D8,S8X_1002001,S8X_1002001,3,0.208,0.0001,0.9,8.333333
SM_460,1002001-D9,S9X_1002001,S9X_1002001,3,0.208,0.0001,0.9,8.333333
SM_461,1002001-D10,S10X_1002001,S10X_1002001,3,0.208,0.0001,0.9,8.333333
SM_462,1002001-D11,S11X_1002001,S11X_1002001,3,0.208,0.0001,0.9,8.333333
SM_463,1002001-D12,S12X_1002001,S12X_1002001,3,0.208,0.0001,0.9,8.333333
SM_464,1002001-D13,S13X_1002001,S13X_1002001,3,0.208,0.0001,0.9,8.333333
SM_465,1002001-D14,S14X_1002001,S14X_1002001,3,0.208,0.0001,0.9,8.333333
SM_466,1002001-D15,S15X_1002001,S15X_1002001,3,0.208,0.0001,0.9,8.333333
SM_467,1002001-D16,S16X_1002001,S16X_1002001,3,0.208,0.0001,0.9,8.333333
SM_468,1002001-D17,S17X_1002001,S17X_1002001,3,0.208,0.0001,0.9,8.333333
SM_469,1002001-D18,S18X_1002001,S18X_1002001,3,0.208,0.0001,0.9,8.333333
SM_470,1000330-DC1,S1X_1000330.3,S1X_1000330,1,0.24,0.0001,0.9,10
SM_471,1000330-DC2,S2X_1000330.3,S2X_1000330,1,0.24,0.0001,0.9,10
SM_472,1000330-DC3,S3X_1000330.3,S3X_1000330,1,0.24,0.0001,0.9,10
SM_473,1000330-DC4,S4X_1000330.3,S4X_1000330,1,0.24,0.0001,0.9,10
SM_474,1000330-DC5,S5X_1000330.3,S5X_1000330,1,0.24,0.0001,0.9,10
SM_475,1000277-DC1,S1X_1000277.3,S1X_1000277,1,0.24,0.0001,0.9,25
SM_476,1001523-DA1,S1X_1001523.1,S1X_1001523,1,0.24,0.0001,0.9,6.25
SM_477,1001523-DA2,S2X_1001523.1,S2X_1001523,1,0.24,0.0001,0.9,6.25
SM_478,1001523-DA3,S3X_1001523.1,S3X_1001523,1,0.24,0.0001,0.9,6.25
SM_479,1001523-DA4,S4X_1001523.1,S4X_1001523,1,0.24,0.0001,0.9,6.25
SM_480,1001523-DB1,S1X_1001523.2,S1X_1001523,1,0.24,0.0001,0.9,6.25
SM_481,1001523-DB2,S2X_1001523.2,S2X_1001523,1,0.24,0.0001,0.9,6.25
SM_482,1001523-DB3,S3X_1001523.2,S3X_1001523,1,0.24,0.0001,0.9,6.25
SM_483,1001523-DB4,S4X_1001523.2,S4X_1001523,1,0.24,0.0001,0.9,6.25
SM_484,1001523-DC1,S1X_1001523.3,S1X_1001523,1,0.24,0.0001,0.9,6.25
SM_485,1001523-DC2,S2X_1001523.3,S2X_1001523,1,0.24,0.0001,0.9,6.25
SM_486,1001523-DC3,S3X_1001523.3,S3X_1001523,1,0.24,0.0001,0.9,6.25
SM_487,1001523-DC4,S4X_1001523.3,S4X_1001523,1,0.24,0.0001,0.9,6.25
SM_488,1001522-D1,S1X_1001522,S1X_1001522,3,0.208,0.0001,0.9,12.5
SM_489,1001522-D2,S2X_1001522,S2X_1001522,3,0.208,0.0001,0.9,12.5
SM_490,1001522-D3,S3X_1001522,S3X_1001522,3,0.208,0.0001,0.9,12.5
SM_491,1001522-D4,S4X_1001522,S4X_1001522,3,0.208,0.0001,0.9,12.5
SM_492,1001522-D5,S5X_1001522,S5X_1001522,3,0.208,0.0001,0.9,12.5
SM_493,1001522-D6,S6X_1001522,S6X_1001522,3,0.208,0.0001,0.9,12.5
SM_494,1001522-D7,S7X_1001522,S7X_1001522,3,0.208,0.0001,0.9,12.5
SM_495,1001522-D8,S8X_1001522,S8X_1001522,3,0.208,0.0001,0.9,12.5
SM_496,1001522-D9,S9X_1001522,S9X_1001522,3,0.208,0.0001,0.9,12.5
SM_497,1001522-D10,S10X_1001522,S10X_1001522,3,0.208,0.0001,0.9,12.5
SM_498,1001522-D11,S11X_1001522,S11X_1001522,3,0.208,0.0001,0.9,12.5
SM_499,1001522-D12,S12X_1001522,S12X_1001522,3,0.208,0.0001,0.9,12.5
SM_500,1001522-D13,S13X_1001522,S13X_1001522,3,0.208,0.0001,0.9,12.5
SM_501,1001522-D14,S14X_1001522,S14X_1001522,3,0.208,0.0001,0.9,12.5
SM_502,1001522-D15,S15X_1001522,S15X_1001522,3,0.208,0.0001,0.9,12.5
SM_503,1001522-D16,S16X_1001522,S16X_1001522,3,0.208,0.0001,0.9,12.5
SM_504,1001522-D17,S17X_1001522,S17X_1001522,3,0.208,0.0001,0.9,12.5
SM_505,1001522-D18,S18X_1001522,S18X_1001522,3,0.208,0.0001,0.9,12.5
SM_506,1001522-D19,S19X_1001522,S19X_1001522,3,0.208,0.0001,0.9,12.5
SM_507,1001522-D20,S20X_1001522,S20X_1001522,3,0.208,0.0001,0.9,12.5
SM_508,1001522-D21,S21X_1001522,S21X_1001522,3,0.208,0.0001,0.9,12.5
SM_509,1001522-D22,S22X_1001522,S22X_1001522,3,0.208,0.0001,0.9,12.5
SM_510,1001522-D23,S23X_1001522,S23X_1001522,3,0.208,0.0001,0.9,12.5
SM_511,1001522-D24,S24X_1001522,S24X_1001522,3,0.208,0.0001,0.9,12.5
SM_512,1001524-D1,S1X_1001524,S1X_1001524,3,0.208,0.0001,0.9,12.5
SM_513,1001524-D2,S2X_1001524,S2X_1001524,3,0.208,0.0001,0.9,12.5
SM_514,1001524-D3,S3X_1001524,S3X_1001524,3,0.208,0.0001,0.9,12.5
SM_515,1001524-D4,S4X_1001524,S4X_1001524,3,0.208,0.0001,0.9,12.5
SM_516,1001524-D5,S5X_1001524,S5X_1001524,3,0.208,0.0001,0.9,12.5
SM_517,1001524-D6,S6X_1001524,S6X_1001524,3,0.208,0.0001,0.9,12.5
SM_518,1001524-D7,S7X_1001524,S7X_1001524,3,0.208,0.0001,0.9,12.5
SM_519,1001524-D8,S8X_1001524,S8X_1001524,3,0.208,0.0001,0.9,12.5
SM_520,1001524-D9,S9X_1001524,S9X_1001524,3,0.208,0.0001,0.9,12.5
SM_521,1001524-D10,S10X_1001524,S10X_1001524,3,0.208,0.0001,0.9,12.5
SM_522,1001524-D11,S11X_1001524,S11X_1001524,3,0.208,0.0001,0.9,12.5
SM_523,1001524-D12,S12X_1001524,S12X_1001524,3,0.208,0.0001,0.9,12.5
SM_524,1001525-D1,S1X_1001525,S1X_1001525,3,0.208,0.0001,0.9,6.25
SM_525,1001525-D2,S2X_1001525,S2X_1001525,3,0.208,0.0001,0.9,6.25
SM_526,1001525-D3,S3X_1001525,S3X_1001525,3,0.208,0.0001,0.9,6.25
SM_527,1001525-D4,S4X_1001525,S4X_1001525,3,0.208,0.0001,0.9,6.25
SM_528,1001525-D5,S5X_1001525,S5X_1001525,3,0.208,0.0001,0.9,6.25
SM_529,1001525-D6,S6X_1001525,S6X_1001525,3,0.208,0.0001,0.9,6.25
SM_530,1001525-D7,S7X_1001525,S7X_1001525,3,0.208,0.0001,0.9,6.25
SM_531,1001525-D8,S8X_1001525,S8X_1001525,3,0.208,0.0001,0.9,6.25
SM_532,1001525-D9,S9X_1001525,S9X_1001525,3,0.208,0.0001,0.9,6.25
SM_533,1001525-D10,S10X_1001525,S10X_1001525,3,0.208,0.0001,0.9,6.25
SM_534,1001525-D11,S11X_1001525,S11X_1001525,3,0.208,0.0001,0.9,6.25
SM_535,1001525-D12,S12X_1001525,S12X_1001525,3,0.208,0.0001,0.9,6.25
SM_536,1001525-D13,S13X_1001525,S13X_1001525,3,0.208,0.0001,0.9,6.25
SM_537,1001525-D14,S14X_1001525,S14X_1001525,3,0.208,0.0001,0.9,6.25
SM_538,1001525-D15,S15X_1001525,S15X_1001525,3,0.208,0.0001,0.9,6.25
SM_539,1001525-D16,S16X_1001525,S16X_1001525,3,0.208,0.0001,0.9,6.25
SM_540,1001525-D17,S17X_1001525,S17X_1001525,3,0.208,0.0001,0.9,6.25
SM_541,1001525-D18,S18X_1001525,S18X_1001525,3,0.208,0.0001,0.9,6.25
SM_542,1001525-D19,S19X_1001525,S19X_1001525,3,0.208,0.0001,0.9,6.25
SM_543,1001525-D20,S20X_1001525,S20X_1001525,3,0.208,0.0001,0.9,6.25
SM_544,1001525-D21,S21X_1001525,S21X_1001525,3,0.208,0.0001,0.9,6.25
SM_545,1001525-D22,S22X_1001525,S22X_1001525,3,0.208,0.0001,0.9,6.25
SM_546,1001525-D23,S23X_1001525,S23X_1001525,3,0.208,0.0001,0.9,6.25
SM_547,1001525-D24,S24X_1001525,S24X_1001525,3,0.208,0.0001,0.9,6.25
SM_548,1001214-DB1,S1X_1001214.2,S1X_1001214,1,0.24,0.0001,0.9,16.66667
SM_549,1001214-DB2,S2X_1001214.2,S2X_1001214,1,0.24,0.0001,0.9,16.66667
SM_550,1001214-DB3,S3X_1001214.2,S3X_1001214,1,0.24,0.0001,0.9,16.66667
SM_551,1001214-DB4,S4X_1001214.2,S4X_1001214,1,0.24,0.0001,0.9,16.66667
SM_552,1001214-DB5,S5X_1001214.2,S5X_1001214,1,0.24,0.0001,0.9,16.66667
SM_553,1001214-DB6,S6X_1001214.2,S6X_1001214,1,0.24,0.0001,0.9,16.66667
SM_554,1001216-DB1,S1X_1001216.2,S1X_1001216,1,0.24,0.0001,0.9,16.66667
SM_555,1001216-DB2,S2X_1001216.2,S2X_1001216,1,0.24,0.0001,0.9,16.66667
SM_556,1001216-DB3,S3X_1001216.2,S3X_1001216,1,0.24,0.0001,0.9,16.66667
SM_557,1001216-DB4,S4X_1001216.2,S4X_1001216,1,0.24,0.0001,0.9,16.66667
SM_558,1001216-DB5,S5X_1001216.2,S5X_1001216,1,0.24,0.0001,0.9,16.66667
SM_559,1001216-DB6,S6X_1001216.2,S6X_1001216,1,0.24,0.0001,0.9,16.66667
SM_560,1001217-DA1,S1X_1001217.1,S1X_1001217,1,0.24,0.0001,0.9,12.5
SM_561,1001217-DA2,S2X_1001217.1,S2X_1001217,1,0.24,0.0001,0.9,12.5
SM_562,1001217-DA3,S3X_1001217.1,S3X_1001217,1,0.24,0.0001,0.9,12.5
SM_563,1001217-DA4,S4X_1001217.1,S4X_1001217,1,0.24,0.0001,0.9,12.5
SM_564,1001217-DA5,S5X_1001217.1,S5X_1001217,1,0.24,0.0001,0.9,12.5
SM_565,1001217-DA6,S6X_1001217.1,S6X_1001217,1,0.24,0.0001,0.9,12.5
