sample_id,load_level,time_of_day,cap_CP_NR_613,cap_CP_85W_900,converged,RFI1_A,RFI1_B,RFI1_C,RFI2_A,RFI2_B,RFI2_C,RFI3_A,RFI3_B,RFI3_C,RFI4_A,RFI4_B,RFI4_C,RFI5_A,RFI5_B,RFI5_C,RFI6_A,RFI6_B,RFI6_C,RFI7_A,RFI7_B,RFI7_C,RFI8_A,RFI8_B,RFI8_C,RFI9_A,RFI9_B,RFI9_C,RFI10_A,RFI10_B,RFI10_C,RFI11_A,RFI11_B,RFI11_C,RFI12_A,RFI12_B,RFI12_C,RFI13_A,RFI13_B,RFI13_C,RFI14_A,RFI14_B,RFI14_C,RFI15_A,RFI15_B,RFI15_C,RFI16_A,RFI16_B,RFI16_C,RFI17_A,RFI17_B,RFI17_C,RFI18_A,RFI18_B,RFI18_C,RFI19_A,RFI19_B,RFI19_C,RFI20_A,RFI20_B,RFI20_C
N0121,1.0,peak,True,True,True,974.5341654001642,1023.7366538701318,985.788628191843,827.6150031511993,886.4313244239905,849.7755711328954,827.9303091044596,887.7867396929205,842.9636392598757,409.9327659513304,466.9779331813393,423.028911219191,370.5349079439976,413.2425023804195,367.62896579497135,117.34056506619721,118.28410048599092,123.1408023431401,36.80134749547142,36.83605495904198,36.57377310105718,186.3269197295197,173.13141534264273,178.72092667935001,188.8716388264081,179.0514256212827,184.93973793826706,120.65241919127283,111.37806637193192,116.18932852056356,123.03690832866648,114.2975590704744,119.30550826382213,25.008166559477786,25.233985778189204,30.596566300068236,11.076656773153475,11.116995525780274,11.067983977796615,29.226731445981375,29.518736394662973,29.522218739998603,118.8765118438577,118.15972187871493,118.63615521154271,47.69541444059423,45.79841724605537,48.26167876585629,64.01999435422447,68.18133061015341,55.413369114151635,53.10748453654455,57.452384657630894,44.47357468312798,75.97995487715602,71.67618681100808,70.49656792117642,7.730548224085087e-08,7.889353969687105e-08,7.76029179456504e-08
N0122,0.75,afternoon,False,True,True,1070.7348151228678,1106.9611103923455,1089.4350046340571,933.4599993973616,971.5716251083884,950.7164624791703,932.7186750564526,976.575990597915,946.543477972065,495.9902147893363,535.9143696439578,509.99522004391264,451.2966023001384,479.5550492040794,447.9515081825031,121.63995210277793,121.94433891375107,125.40280864117307,27.74948370563898,27.74692814355864,27.669941979352767,189.61864820369436,180.5024210352679,185.04028536060463,192.02315976770058,182.08139430010917,188.47745696851672,123.75779767048769,116.74764400735482,119.6433593578437,125.50244859054197,118.25993907720152,121.96097094718803,18.873730177498846,19.079763601537234,23.106523309544823,8.394721262055649,8.54450652905242,8.436275522421578,22.275101853649993,22.324978314112883,22.367471370275535,122.74604804251493,122.8809761150889,122.69143571752893,52.12601176493625,50.10515679419765,52.60809220779561,48.62978213923451,51.56608537820264,42.03038614909104,40.11570582340388,43.51206814870047,33.63621693126869,44.94959325436148,46.20192849537187,46.0547406920461,8.03778837706796e-08,8.125226639245205e-08,7.945163796482313e-08
N0123,1.0,peak,True,True,True,971.082176367682,1019.7530268421422,1000.2109003872963,827.5416074361225,875.8407101288224,853.03712106275,824.8031683753721,877.2521765804761,854.4572413489112,409.86815100598307,461.5306517381803,429.2381483330623,369.2857177094566,407.2104124803922,370.9447603706786,117.83779759800305,117.92715426957957,122.10781436759954,36.69339536830385,36.66217015056637,36.490136174480135,185.33589311963414,173.56562462473758,180.76786785269417,189.72542455054713,179.14779459349535,184.63988626731725,120.86845269221963,111.72864358077257,116.14941886534959,123.06381800927338,113.99286128768323,118.71543581649198,25.04165434859183,25.01406200912013,30.552039906399813,11.087527267096116,11.107293903449088,11.121816700846507,29.573574540551363,29.499616249484433,29.348783838155125,118.40774091880408,118.08899283443618,118.93254913015843,47.68196666335724,45.99025118518366,48.730340146604604,63.84028901968152,68.44353445809799,55.6167830899885,52.72046430918492,57.11068622632113,44.39689708361991,76.0362123621633,79.17443266561315,78.10016919050615,7.78329977465888e-08,7.882714454198105e-08,7.690693898062443e-08
N0124,0.5,morning,False,False,True,1181.0330061100376,1209.3063834323293,1202.3092889648458,1039.654326963104,1066.4476285079065,1047.4498143904668,1040.534700076951,1070.1692213812908,1063.5623925094706,587.5405907832748,618.4260907809514,596.1460168204226,534.8102759757203,557.767285496063,536.1413299919709,126.50632174013322,126.89643694286329,130.00007168382044,18.7334548791398,18.880021779330228,18.71372560899518,195.23547512156807,191.1664042098897,194.19996592045095,195.44730969001077,191.0990733217873,193.2756063221055,127.56562989341606,122.80517516761303,125.53688205768374,129.17676765325095,124.2147401634864,126.40008826956036,12.722707366835252,12.844505359498106,15.624758865722479,5.673353347803631,5.773230886154703,5.660291491028369,14.984079221864718,15.054980463397088,15.046622743143196,128.8660643121295,127.43968410638722,129.54597066629057,57.073181253403376,55.906353371181034,57.61531935154979,32.765571893722324,34.967316837566955,28.47690959559565,27.029541853929008,29.3311635889172,22.72465144329553,37.24528726441788,37.280491023176324,37.7677558563801,8.21639158655868e-08,8.3181104314719e-08,8.170772880849324e-08
N0125,0.75,afternoon,False,True,True,1073.9651477576576,1114.8220953788382,1082.473701416737,926.0386883354929,970.1195348127459,951.8325129379244,933.9633455788711,971.6156051726141,950.6325988156228,499.78321029332386,540.5163852186452,511.14758717733025,449.3747527902023,477.2931404685369,450.7633441830573,122.02145254459413,121.68637849129543,125.03382612740408,27.70376001118946,27.788956388125776,27.81568445807675,189.169740765168,180.41892157412022,184.81160172423571,190.29555329661628,184.6066902002847,189.21356907258635,122.57407289803838,116.53583223490764,120.74958265919355,125.15536986152462,118.52034415244542,122.12047754729561,18.9183171032861,19.06443700153093,22.997766310938456,8.410649701232044,8.44169951123602,8.380857280526596,22.108984784010037,22.33760221772181,22.218638246248883,123.18083127976156,122.47229425874932,123.28828115123981,52.20261741152025,50.30837810372835,52.710968374362785,48.02520274479425,51.588325318049485,42.17975933041626,40.04318635525545,43.306099004129344,33.57882933301287,45.125291651975886,46.18235808781147,45.994351572484426,7.971192648770266e-08,8.135792560429154e-08,7.98313932839185e-08
N0126,0.5,morning,False,False,True,1182.6217106012227,1210.414586302842,1187.6835827861069,1038.9485682526347,1069.6959357882517,1053.7184386246226,1041.5796232951584,1065.8927649323819,1054.8703525199078,587.5381643500832,618.135379822368,596.8651840255235,536.0202082275503,554.3313090343495,534.4079208601447,126.14233299605365,126.77800956267707,129.5743529302074,18.753606729510654,18.767265505243902,18.672476377155885,196.18302609083509,190.11196154979797,194.0533226032791,196.05123278182649,190.2686197273873,192.82462575367794,127.47403518217327,122.03530151027589,124.90017034169264,129.1754942602968,124.08208660169369,126.54641200680055,12.804456909158889,12.869514121783867,15.610439471448611,5.667178991014473,5.719485138182871,5.666764772560948,15.05442658148343,15.0538235282903,15.020605235123355,129.24867885076793,129.51501240934118,129.1109986237915,57.10215799971193,55.88975182667691,57.021101898232196,32.82520800864683,35.137261568071835,28.466148420849056,27.110013374223055,29.41363208352787,22.77777987245378,37.251643991401856,37.5689134567304,37.639584374927445,8.224305472725837e-08,8.304466492986537e-08,8.192716900265101e-08
N0127,0.5,morning,False,False,True,1177.0016723789872,1209.9955864586093,1194.122568945164,1042.854541734008,1063.0396225662191,1043.7249893295907,1038.5188227128178,1069.4655946246294,1051.0929796556065,588.6137015537115,619.2147436871575,597.8808816415853,536.4532715019352,554.9508810744887,535.3687177655537,126.86395363591366,126.73269401333144,128.97336957651464,18.66375126523903,18.705166675955915,18.845327563793973,195.4196903790331,190.34291693017917,193.98567349465435,195.04603893518504,189.26927384385036,192.83144375045845,127.88894943444795,122.38785507181727,124.8395852077546,128.35047491660154,124.27087696776991,125.91414169400583,12.785668926638852,12.891303293635334,15.631889730525595,5.667557594715949,5.717730700488999,5.676978542418762,15.008199952883633,15.053246279315843,14.979477272504544,129.0243570975551,127.86090685268928,128.97749056458125,57.17657665481048,55.83655667578035,57.49263018735345,32.71987975844984,35.00023795257786,28.462774267695046,27.147855179037737,29.357533997382255,22.83037551029502,37.11283678471727,37.62917518881664,37.6655201209431,8.232953801565922e-08,8.338801213689544e-08,8.125930814055918e-08
N0128,0.2,overnight,False,False,True,1292.0294747018277,1307.8718364427348,1298.425309284005,1156.1936262561633,1165.2418371505742,1161.6955646813087,1151.6460360673489,1168.178030732488,1156.843874508712,679.4634565997587,689.138872035469,681.710829776921,613.2731362284557,625.5039649432765,615.2673429929267,131.51249773842528,130.87109518892012,133.01756513752255,7.827593229539585,7.855557446380869,7.842560630109956,198.3951375505481,196.27185666265154,198.07236954622476,198.41821761011698,197.1606888411017,198.28344928971597,131.45539596241588,129.10091945844272,130.26501702199445,131.98397963532244,130.42315003982344,130.72003330500448,5.0896510249202915,5.1537862334023945,6.241805345008333,2.2658619851342015,2.325576372306173,2.258289259846494,6.257739485717321,6.2502627294617135,6.286570985667867,136.20253096656384,135.39539381629703,134.83298574264754,63.06477124668324,62.483368609443694,63.30618964593371,13.097839309430265,14.026911866145129,11.351985052156598,10.787678555681554,11.725922821163895,9.041852164235022,50.21872383301901,50.1480019747671,50.18511931868543,8.608587397103629e-08,8.568247252790212e-08,8.514278507166216e-08
N0129,0.2,overnight,False,False,True,1291.4930950183546,1305.465460935391,1295.7606134265811,1147.426989763581,1159.715672263176,1159.9350740532484,1155.230907238566,1166.497948410856,1156.6901745030161,679.3007576221719,691.5539524514089,682.4904238488424,618.0454625737783,625.623811711231,618.8238150716318,131.5385437548868,131.8939763444501,133.09737601731243,7.8383896328393545,7.821282507485944,7.887791783983896,199.25982925294042,196.47360317335085,197.84770215304636,197.47012465907562,196.18000994579555,197.31872368665674,131.272163336769,128.37832455808342,130.1271994331113,132.70093018044042,129.88653107800263,130.94758644316377,5.081144970866838,5.1503658710642055,6.2559884749779116,2.2718263311335205,2.3176430183292185,2.250126656055514,6.245331000848204,6.263787340423529,6.25402012241378,135.76433659832156,135.31914694462657,135.19273612509096,63.41745632698315,62.59676923228493,62.94821479416578,13.060624178692805,13.959380891500476,11.383317487150238,10.841707491325119,11.672117885797597,9.098762586645316,50.28229814958913,50.38201308052919,50.76376857360203,8.538602533070663e-08,8.553766168310724e-08,8.516291985503077e-08
N0130,1.0,peak,True,True,True,971.399282321404,1024.7778360745688,992.5724499775604,827.5821513147253,884.9124013827048,852.8943203821854,833.0900395652809,885.7038274163476,848.5269606392844,407.3022702833995,468.04765745640566,423.56658419420324,370.309653832736,411.42472142234885,366.8745858559651,117.82026078778387,117.97265378443265,122.80377969620048,36.529610146370686,36.706545061730125,36.505790140492564,184.49128758847468,173.176381457108,179.550019509246,189.5194572248997,180.12748519088981,184.2762018932857,121.19976973746074,111.83170666603225,115.94200224114438,123.53313545326156,114.16606379501255,119.1205200084126,24.91806531759792,25.11346721774348,30.476765931996432,11.025624630987243,11.185747134834285,11.090263562746262,29.28749438958339,29.427852017792304,29.368343037491023,119.3055778614348,118.25469368550151,118.43123742397695,47.921081474677635,45.76753552450381,48.29075175851222,63.73036060935453,67.79095640958059,55.67272658996226,52.644301795284996,57.2719551605953,44.48922666661176,75.57128545400818,71.3791564101344,70.64387111896741,7.76757133896937e-08,7.894885145831323e-08,7.732467567553212e-08
N0131,0.5,morning,False,False,True,1183.9388919799017,1213.893521419576,1191.3225998331998,1039.6932925435133,1068.002614876283,1058.6864165383936,1039.5004277360588,1070.9032166891711,1055.1442815824173,586.6496872445738,614.1364347144925,601.510009956961,536.0133634831394,557.3822614991719,535.3427542559285,126.58994060115138,126.74015268063927,128.9344921523005,18.76586139220548,18.876168154831507,18.740269853839145,195.70832062912802,190.27691315675665,194.20500411803772,194.87417027688147,189.68159222928327,193.0746776096269,127.49428188490675,122.84694849166296,125.16422239222503,128.51513849611632,123.56231752788688,126.26409869824417,12.75526136113655,12.833170457658868,15.542361461513776,5.684622151863265,5.749618019480744,5.671291146024793,15.022468705806705,15.08515771222437,15.11100595468643,128.9855227719881,128.2491486666467,129.40508532895484,56.95721102797118,56.2472222692644,56.836884952389134,32.77971690766278,35.13163196751486,28.451452965518634,27.011531602723245,29.323990724611082,22.748734102679304,37.090043510048325,37.44726036463474,37.72937449128187,8.222694014431111e-08,8.318953232331871e-08,8.146851148050455e-08
N0132,1.0,peak,True,True,True,969.4689752285134,1024.1517479016366,993.8730657453347,827.9341546563214,879.900375450319,854.0626749709847,827.993730970198,883.4854761808482,852.2151152491542,409.7707361619791,461.31509879656915,428.3404159103278,373.0067899756992,405.5223229691734,372.02032849939985,116.8841234753505,117.68686151291516,122.52576199243688,36.74623678745558,36.85056027194876,36.65211488508578,184.09866772265593,172.98484036466638,179.91412342131332,190.8959639355241,180.31031685853736,185.51687172869995,120.84471209637043,111.6868035768243,117.08110020222635,123.16311873389046,113.88092731690017,118.97977707366714,24.911263524221543,25.128513629718753,30.534227237483083,11.111550309003539,11.215550760958337,11.142549265250487,29.5017216181977,29.664164697848566,29.397693460086604,118.60750925060462,118.40620372930093,118.43966594629859,47.80036121488485,45.649567430112114,48.515440612441274,63.83087709199121,68.41732291222282,55.7033193390958,52.76177730301696,57.10601313386541,44.60751025005074,76.18866076176342,78.7398618832303,78.15866972338547,7.78119912321099e-08,7.879539203710866e-08,7.738333481734539e-08
N0133,0.5,morning,False,False,True,1181.3798608187208,1205.011108097938,1194.427711421956,1043.745714897,1070.2855831802324,1053.4928089424454,1039.2685768539961,1068.8183500572056,1051.7571759237396,586.9719776617098,615.0339298919895,598.6145399997242,534.9502150092452,553.923711835504,537.062369351691,127.32440798332576,127.00292589880382,128.68753993120063,18.82766723737078,18.877849159950788,18.836679455985518,196.11607413276917,190.36781763983814,193.33239247443072,196.1825523145963,190.9254537444827,193.42642723119982,127.56137750003396,122.8935277877046,125.21637187630562,128.8381916506143,124.52090046696827,126.87268120881458,12.795456917691348,12.823986712178689,15.662408914209715,5.695608763876077,5.764218134406034,5.685338640166928,14.994607381658911,15.048806008048,15.015898181892773,127.8461860563869,129.42254130632531,129.5158445229691,57.20192135717887,55.63774308436524,57.47271665677614,32.79383298359129,34.75085858880874,28.44381282843029,27.021227164918667,29.189790335005107,22.855102094875992,37.098895795970556,37.390640811561944,37.794556237113376,8.245553615325062e-08,8.318298370876386e-08,8.203817128419065e-08
N0134,0.2,overnight,False,False,True,1299.283843891364,1306.215458982778,1297.6374346017792,1154.4803848312945,1161.5562012850053,1155.7887376405254,1148.4420303544357,1165.417759064513,1159.596514385875,675.2521207728472,693.590525759787,679.3703999919439,618.1203556346118,625.9356393122837,615.8291596589265,131.32147080641474,132.12019528681375,132.10499233140558,7.790333689832266,7.839938735352723,7.807887680392269,199.7266100874191,196.0957692611829,197.97544445470504,198.27515357660423,196.34020394807888,196.5180803154972,131.58878716693997,129.16627775208835,130.46950239441838,131.3226912544681,129.64489053721923,130.33035377512655,5.104159246165034,5.1196083915564286,6.2667483379626105,2.2622506888254414,2.322423252730155,2.261857580385454,6.255732412363832,6.271375102901249,6.264014251717037,135.6961634566582,135.524317304647,135.71224961579622,63.69714339226501,62.55769788412185,63.500722920879454,13.023372685012376,13.994712379308227,11.390755052137616,10.780557174984423,11.772090871381062,9.058591690514646,50.5019527380435,50.099625686469906,50.411951935418436,8.506436924033743e-08,8.646613523338607e-08,8.497779494417398e-08
N0135,0.5,morning,False,False,True,1189.2119629970512,1203.9691721847275,1189.5991297745481,1041.0181938006006,1067.0140424641338,1053.4939694924137,1041.7011936956,1073.530587795669,1056.8218560086254,590.6072243204733,620.5730403799121,598.346408948533,539.7617350765588,555.0483254709291,533.8021678803749,126.50949996922961,127.38239985364172,129.11175726215907,18.758844753061485,18.877757277943086,18.797036862591334,195.65425943494242,190.0383783427246,193.55730699768893,194.7675852083784,190.37780325360634,193.05432721944467,127.93064538425023,123.36201612867383,124.9781988979847,129.50528284488092,123.75395957922711,127.06011278358446,12.75828566377112,12.919650704175059,15.595838050797651,5.677209512944673,5.737899891997142,5.700220828434918,15.104100830955854,15.168315149552589,15.029996392746677,129.26372607146578,128.59529067949876,129.24345283428408,57.212096185788305,55.857683655755444,57.390116615400736,32.738647537303805,34.99063600986038,28.626204159648598,27.064703104316802,29.260772019183047,22.719344472922806,37.18431762856681,37.2692294446668,37.680860565781394,8.214293830059501e-08,8.322277425007572e-08,8.199839286106129e-08
