fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,3LG,20,1.047758,-30.2663,1.048242,-150.2659,1.048016,89.7507,284.0682,-48.8592,250.5046,-167.4273,279.8827,71.3882
318412,3LG,30,1.04776,-30.2587,1.048245,-150.2583,1.048019,89.7583,284.0674,-48.8516,250.5039,-167.4196,279.882,71.3959
318412,3LG,40,1.047761,-30.2549,1.048246,-150.2545,1.04802,89.7621,284.0671,-48.8478,250.5036,-167.4158,279.8816,71.3997
243937,SLG,0,0.015453,-52.6407,1.332288,175.1323,1.731483,103.7974,111425.427,-52.6724,292.3984,-162.4437,292.6201,93.5356
243937,SLG,10,1.041323,-30.3907,1.050493,-150.4943,1.050907,90.0045,1023.8811,-35.4916,250.5154,-167.4859,279.4164,71.4919
243937,SLG,20,1.044535,-30.3174,1.049375,-150.3691,1.049465,89.8896,652.0429,-38.3223,250.5088,-167.4452,279.6482,71.4517
243937,SLG,30,1.045609,-30.2928,1.049001,-150.3272,1.048984,89.851,528.3126,-40.181,250.5067,-167.4316,279.7256,71.4383
243937,SLG,40,1.046147,-30.2805,1.048813,-150.3062,1.048744,89.8317,466.6518,-41.4864,250.5057,-167.4248,279.7644,71.4315
243937,LL,0,0.031913,-70.0358,0.024564,121.286,1.487804,85.1315,229841.936,-70.0609,176804.0458,121.3215,346.4494,80.7382
243937,LL,10,1.044212,-30.1596,1.044061,-150.6418,1.053109,89.7537,1025.323,-35.2841,994.6661,-154.8829,279.3514,71.3941
243937,LL,20,1.045977,-30.2012,1.046147,-150.443,1.05058,89.7636,652.2582,-38.2279,620.7931,-157.2646,279.6135,71.4028
243937,LL,30,1.04657,-30.2152,1.046846,-150.3765,1.049731,89.7669,528.3478,-40.1231,496.3995,-158.9259,279.702,71.4056
243937,LL,40,1.046868,-30.2222,1.047196,-150.3432,1.049305,89.7686,466.6389,-41.4458,434.3827,-160.1283,279.7464,71.407
243937,3LG,0,0.032443,-95.1197,0.032443,144.8799,0.032443,24.8812,233585.5504,-95.1199,233582.1208,144.8797,233582.8766,24.881
243937,3LG,10,1.046427,-30.4107,1.046905,-150.4103,1.046683,89.606,1027.0092,-35.4855,996.1629,-154.6799,1023.3849,84.6484
243937,3LG,20,1.047096,-30.3272,1.047578,-150.3268,1.047354,89.6897,652.6864,-38.3158,621.045,-157.1736,648.8711,81.8681
243937,3LG,30,1.047319,-30.2993,1.047802,-150.2989,1.047577,89.7176,528.5358,-40.1764,496.4598,-158.8707,524.6304,80.0326
243937,3LG,40,1.047431,-30.2854,1.047914,-150.2849,1.047689,89.7316,466.742,-41.4832,434.3886,-160.0901,462.7821,78.7399
157347,SLG,0,0.745854,-16.6759,0.965014,-164.8989,1.317125,90.7457,39717.8204,-81.2163,272.656,-159.1073,288.7754,86.8242
157347,SLG,10,1.041322,-30.3848,1.050415,-150.4944,1.050949,90.0009,1020.1996,-36.1242,250.2783,-167.4988,279.5552,71.4644
157347,SLG,20,1.044533,-30.3157,1.049353,-150.3692,1.049477,89.8886,651.2485,-38.6185,250.3862,-167.4514,279.7191,71.4376
157347,SLG,30,1.045608,-30.292,1.04899,-150.3273,1.048991,89.8505,528.007,-40.3681,250.424,-167.4357,279.7732,71.4288
157347,SLG,40,1.046146,-30.28,1.048806,-150.3063,1.048748,89.8314,466.5038,-41.6209,250.4433,-167.4278,279.8002,71.4243
157347,LL,0,0.856884,-25.5105,0.618836,-148.2862,1.176772,82.6282,63675.3716,-74.5462,56291.234,131.4089,323.1122,80.3469
157347,LL,10,1.044296,-30.1568,1.043962,-150.636,1.053065,89.7486,1018.8776,-35.7595,994.6605,-155.4474,279.1743,71.358
157347,LL,20,1.045998,-30.2003,1.046118,-150.4415,1.05057,89.7622,650.7524,-38.4693,620.8599,-157.5262,279.5216,71.3853
157347,LL,30,1.04658,-30.2147,1.046832,-150.3758,1.049727,89.7662,527.7292,-40.2832,496.4474,-159.0905,279.6399,71.3941
157347,LL,40,1.046873,-30.2219,1.047187,-150.3428,1.049303,89.7681,466.3194,-41.5648,434.4169,-160.2464,279.6996,71.3984
157347,3LG,0,0.750785,-31.932,0.750866,-151.9323,0.750819,88.0729,67494.515,-92.3836,67488.9311,147.6141,67494.5807,27.6176
157347,3LG,10,1.046403,-30.4091,1.046881,-150.409,1.046663,89.6074,1024.1608,-35.902,993.3511,-155.088,1020.4488,84.2381
157347,3LG,20,1.047088,-30.3267,1.04757,-150.3264,1.047348,89.6901,651.9981,-38.5278,620.3719,-157.3793,648.1338,81.6607
157347,3LG,30,1.047315,-30.299,1.047797,-150.2987,1.047574,89.7178,528.2402,-40.3186,496.173,-159.0078,524.3005,79.8941
157347,3LG,40,1.047428,-30.2852,1.047911,-150.2848,1.047687,89.7317,466.5814,-41.5899,434.234,-160.1927,462.5951,78.6362
298162,SLG,0,0.870504,-20.8319,0.962943,-158.9079,1.22202,89.2422,25623.4489,-89.4578,279.8896,-152.6987,264.8661,87.0756
298162,SLG,10,1.041303,-30.378,1.050328,-150.4952,1.051005,89.9972,1017.8524,-36.903,249.7235,-167.5778,279.8089,71.4061
298162,SLG,20,1.044524,-30.3133,1.049323,-150.3695,1.049498,89.8874,650.7829,-39.0605,250.0965,-167.4899,279.8531,71.4064
298162,SLG,30,1.045602,-30.2906,1.048973,-150.3275,1.049002,89.8499,527.8667,-40.6841,250.2281,-167.4611,279.8641,71.4075
298162,SLG,40,1.046142,-30.2791,1.048795,-150.3064,1.048756,89.8309,466.4667,-41.8686,250.2954,-167.4468,279.8689,71.4082
298162,LL,0,0.937188,-26.0941,0.780868,-146.4935,1.116787,84.3401,40186.2533,-83.5087,35162.4873,123.4345,308.224,83.433
298162,LL,10,1.044363,-30.1535,1.043841,-150.6303,1.053032,89.7434,1015.2437,-36.3966,995.0734,-156.1916,278.6317,71.2261
298162,LL,20,1.046016,-30.1989,1.046075,-150.4397,1.050563,89.7605,649.9731,-38.8657,620.9826,-157.939,279.2474,71.3213
298162,LL,30,1.046588,-30.2139,1.046807,-150.3748,1.049724,89.7653,527.4678,-40.579,496.5126,-159.3835,279.4562,71.3518
298162,LL,40,1.046878,-30.2214,1.04717,-150.3422,1.049302,89.7675,466.2273,-41.8025,434.4625,-160.4757,279.5616,71.3667
298162,3LG,0,0.861896,-29.2787,0.861892,-149.2798,0.861898,90.7221,42310.1482,-100.9542,42309.6692,139.0452,42309.8192,19.0465
298162,3LG,10,1.046361,-30.4069,1.046835,-150.4078,1.046631,89.6088,1022.7616,-36.5523,992.2946,-155.7009,1018.8972,83.6093
298162,3LG,20,1.047072,-30.3257,1.047552,-150.326,1.047337,89.6906,651.5754,-38.928,620.0858,-157.752,647.6146,81.2768
298162,3LG,30,1.047305,-30.2985,1.047786,-150.2985,1.047568,89.7181,528.042,-40.6175,496.0525,-159.2855,524.0311,79.6082
298162,3LG,40,1.047421,-30.2848,1.047903,-150.2847,1.047682,89.7319,466.4713,-41.8308,434.1757,-160.4165,462.4283,78.406
165448,SLG,0,0.885077,-21.4789,0.96597,-158.1618,1.209251,89.1499,23767.0676,-90.3467,280.6649,-152.5027,263.1455,87.1514
165448,SLG,10,1.041301,-30.3768,1.050313,-150.4953,1.051014,89.9966,1017.3298,-37.0385,249.6463,-167.5847,279.8605,71.3967
165448,SLG,20,1.044523,-30.3129,1.049319,-150.3696,1.049501,89.8872,650.6776,-39.1311,250.0553,-167.4931,279.8801,71.4012
165448,SLG,30,1.045601,-30.2904,1.048971,-150.3275,1.049004,89.8498,527.8309,-40.7321,250.2001,-167.4632,279.8824,71.4039
165448,SLG,40,1.046141,-30.2789,1.048793,-150.3064,1.048757,89.8309,466.4527,-41.9049,250.2741,-167.4483,279.8828,71.4055
165448,LL,0,0.947716,-26.4598,0.799438,-146.6269,1.109495,84.6269,37157.6223,-83.7233,32804.3041,123.3736,307.7239,83.6269
165448,LL,10,1.044377,-30.1529,1.04382,-150.6293,1.053025,89.7424,1014.2827,-36.5054,995.1584,-156.3126,278.5723,71.2106
165448,LL,20,1.04602,-30.1987,1.046068,-150.4394,1.050561,89.7602,649.7588,-38.928,621.0133,-158.0011,279.217,71.3138
165448,LL,30,1.04659,-30.2138,1.046803,-150.3747,1.049723,89.7651,527.387,-40.6234,496.5283,-159.4256,279.4359,71.3469
165448,LL,40,1.046879,-30.2213,1.047168,-150.3421,1.049301,89.7674,466.1908,-41.8371,434.4722,-160.5076,279.5464,71.3631
165448,3LG,0,0.875331,-29.3408,0.875327,-149.3419,0.875333,90.6599,39272.1516,-101.0357,39271.7093,138.9637,39271.8538,18.965
165448,3LG,10,1.046355,-30.4066,1.046828,-150.4076,1.046627,89.6091,1022.3562,-36.6525,991.9221,-155.7966,1018.4649,83.5117
165448,3LG,20,1.04707,-30.3256,1.047549,-150.3259,1.047335,89.6907,651.472,-38.9855,619.9946,-157.8062,647.4945,81.2212
165448,3LG,30,1.047304,-30.2984,1.047785,-150.2984,1.047567,89.7182,527.9969,-40.6589,496.014,-159.3243,523.974,79.5682
165448,3LG,40,1.04742,-30.2847,1.047902,-150.2846,1.047682,89.732,466.4471,-41.8635,434.1556,-160.4471,462.3947,78.3745
165449,SLG,0,0.96072,-25.0152,0.990479,-154.3584,1.140038,88.9118,13730.0032,-95.708,286.207,-151.8169,255.717,88.0089
165449,SLG,10,1.04128,-30.3648,1.050158,-150.4963,1.051108,89.9897,1012.5017,-38.3906,248.9234,-167.6471,280.3271,71.3213
165449,SLG,20,1.04451,-30.3091,1.049271,-150.3701,1.049533,89.8852,649.7815,-39.8353,249.6176,-167.5189,280.1331,71.3562
165449,SLG,30,1.045593,-30.2883,1.048945,-150.3278,1.049022,89.8487,527.5613,-41.2098,249.9005,-167.4796,280.055,71.3722
165449,SLG,40,1.046135,-30.2776,1.048777,-150.3066,1.048769,89.8302,466.3725,-42.2665,250.0464,-167.4603,280.0137,71.3811
165449,LL,0,0.996004,-28.2697,0.903203,-147.5485,1.074731,86.51,21508.7088,-85.5757,19845.4463,121.3632,307.5949,84.5926
165449,LL,10,1.044523,-30.1469,1.043609,-150.6187,1.052955,89.7325,1004.9502,-37.5597,996.7087,-157.5159,277.8298,71.0786
165449,LL,20,1.046057,-30.1964,1.045997,-150.4364,1.050548,89.7571,647.7067,-39.5377,621.5638,-158.6121,278.8408,71.2505
165449,LL,30,1.046606,-30.2124,1.046764,-150.3732,1.049719,89.7635,526.6322,-41.0587,496.8098,-159.8364,279.185,71.3052
165449,LL,40,1.046888,-30.2204,1.047142,-150.3411,1.0493,89.7664,465.8621,-42.1771,434.6458,-160.8176,279.3581,71.3322
165449,3LG,0,0.946508,-29.5491,0.946497,-149.5504,0.946509,90.4513,23220.0426,-102.6592,23219.9904,137.341,23219.8705,17.3416
165449,3LG,10,1.046295,-30.4031,1.046763,-150.4054,1.046582,89.6117,1018.8415,-37.6261,988.7963,-156.721,1014.661,82.5679
165449,3LG,20,1.047047,-30.3243,1.047524,-150.3252,1.047321,89.6916,650.5829,-39.5451,619.249,-158.3278,646.4188,80.6835
165449,3LG,30,1.04729,-30.2976,1.04777,-150.2981,1.047559,89.7187,527.6127,-41.0621,495.7071,-159.6972,523.4531,79.1822
165449,3LG,40,1.04741,-30.2841,1.047891,-150.2844,1.047677,89.7323,466.2428,-42.1813,434.0006,-160.7399,462.0826,78.0708
287274,SLG,0,0.98044,-26.8407,1.009942,-153.292,1.114611,89.3631,9877.6746,-91.5403,285.4607,-151.6969,254.4584,87.6462
287274,SLG,10,1.041335,-30.3552,1.050026,-150.4945,1.05114,89.9826,1002.4149,-39.3583,249.2355,-167.7066,280.8414,71.2979
287274,SLG,20,1.044519,-30.3061,1.049232,-150.3697,1.049546,89.8831,647.4081,-40.3411,249.4933,-167.5363,280.4114,71.3377
287274,SLG,30,1.045595,-30.2868,1.048925,-150.3277,1.04903,89.8477,526.5716,-41.5498,249.8091,-167.4908,280.2448,71.3582
287274,SLG,40,1.046136,-30.2766,1.048764,-150.3066,1.048775,89.8296,465.851,-42.5214,249.9748,-167.4685,280.1577,71.3699
287274,LL,0,1.015181,-29.2717,0.939138,-149.0486,1.068225,87.4177,14800.7842,-77.1075,14471.4372,131.0241,307.7148,84.7741
287274,LL,10,1.044881,-30.1467,1.043668,-150.6154,1.053144,89.7187,989.5486,-35.1776,990.3377,-155.1557,263.1726,83.0423
287274,LL,20,1.046092,-30.1952,1.04596,-150.4333,1.050523,89.7549,644.6433,-39.9655,620.3967,-159.0624,278.8618,71.2175
287274,LL,30,1.046622,-30.2117,1.046743,-150.3717,1.049708,89.7624,525.37,-41.3617,496.3379,-160.1355,279.1989,71.2835
287274,LL,40,1.046897,-30.2199,1.047128,-150.3402,1.049294,89.7656,465.2146,-42.4115,434.4004,-161.0406,279.3683,71.3159
287274,3LG,0,0.9763,-30.4527,0.976279,-150.454,0.976297,89.5473,16393.1149,-93.2031,16393.6811,146.7982,16392.9527,26.7975
287274,3LG,10,1.046267,-30.3994,1.046731,-150.4025,1.046561,89.6147,1010.4617,-38.3346,980.646,-157.3963,1006.1203,81.8797
287274,3LG,20,1.047035,-30.323,1.04751,-150.3245,1.047313,89.6925,648.563,-39.9472,617.3159,-158.7046,644.2842,80.296
287274,3LG,30,1.047282,-30.2969,1.047761,-150.2977,1.047555,89.7192,526.7608,-41.3472,494.9018,-159.9624,522.5148,78.9084
287274,3LG,40,1.047405,-30.2837,1.047885,-150.2842,1.047674,89.7326,465.7926,-42.4031,433.58,-160.9453,461.5633,77.8583
283954,SLG,0,0.992534,-27.3451,1.014784,-152.7384,1.103696,89.3504,8289.8084,-92.6723,287.0063,-152.0275,255.164,88.048
283954,SLG,10,1.041341,-30.3483,1.049931,-150.4945,1.051186,89.9781,998.7986,-40.1177,249.5346,-167.7452,281.0536,71.2896
283954,SLG,20,1.044515,-30.304,1.049204,-150.3699,1.049563,89.8819,646.7752,-40.7312,249.2878,-167.5397,280.5374,71.3271
283954,SLG,30,1.045592,-30.2857,1.048911,-150.3278,1.049039,89.8471,526.3955,-41.8097,249.6646,-167.492,280.3345,71.3493
283954,SLG,40,1.046133,-30.2758,1.048755,-150.3067,1.048781,89.8292,465.8089,-42.7154,249.8635,-167.4692,280.2266,71.3625
283954,LL,0,1.020911,-29.4344,0.956949,-149.1266,1.063771,87.7693,12469.4226,-77.8875,12226.7665,130.0721,309.3199,84.7753
283954,LL,10,1.044971,-30.1435,1.043548,-150.609,1.053101,89.7129,983.6905,-35.7457,990.841,-155.8577,262.4382,83.0655
283954,LL,20,1.046115,-30.1941,1.045922,-150.4316,1.050513,89.7532,643.3273,-40.2874,620.6716,-159.3971,278.6489,71.205
283954,LL,30,1.046632,-30.211,1.046722,-150.3709,1.049705,89.7615,524.8916,-41.5885,496.5276,-160.3529,279.0526,71.2751
283954,LL,40,1.046903,-30.2194,1.047114,-150.3397,1.049293,89.7651,465.0133,-42.5872,434.5362,-161.2003,279.262,71.3101
283954,3LG,0,0.987566,-30.3562,0.987536,-150.3578,0.987563,89.6434,13835.1129,-94.05,13836.0393,145.9531,13834.7913,25.9502
283954,3LG,10,1.046237,-30.3973,1.046698,-150.4012,1.04654,89.6163,1007.9538,-38.8663,978.3639,-157.8983,1003.4087,81.3623
283954,3LG,20,1.047023,-30.3223,1.047498,-150.3241,1.047307,89.693,648.0169,-40.2421,616.8488,-158.9751,643.6015,80.0111
283954,3LG,30,1.047275,-30.2964,1.047754,-150.2976,1.047551,89.7194,526.5572,-41.5547,494.7388,-160.1497,522.2109,78.7086
283954,3LG,40,1.0474,-30.2834,1.04788,-150.2841,1.047672,89.7328,465.7015,-42.564,433.5137,-161.0891,461.3934,77.7035
283956,SLG,0,0.994402,-28.1251,1.024457,-152.5779,1.096659,89.7272,7227.071,-85.2593,279.0507,-152.3793,258.5695,86.528
283956,SLG,10,1.041447,-30.3451,1.049884,-150.4905,1.051144,89.9739,986.3727,-40.3184,249.5407,-167.7409,281.0684,71.2922
283956,SLG,20,1.044542,-30.303,1.04919,-150.3689,1.049554,89.8807,643.5731,-40.8385,249.3198,-167.5408,280.5493,71.3275
283956,SLG,30,1.045604,-30.2852,1.048904,-150.3274,1.049035,89.8465,524.965,-41.8766,249.6828,-167.493,280.3438,71.3492
283956,SLG,40,1.04614,-30.2756,1.048751,-150.3064,1.048779,89.8289,465.0028,-42.7613,249.8758,-167.47,280.2341,71.3624
283956,LL,0,1.025346,-29.715,0.967787,-149.9687,1.065361,88.1153,10499.0172,-69.6197,10481.6831,139.4863,303.5784,84.2494
283956,LL,10,1.04505,-30.1466,1.043609,-150.6008,1.052988,89.7131,972.636,-35.7109,979.8502,-156.1638,262.6143,83.0524
283956,LL,20,1.046139,-30.1948,1.045934,-150.4293,1.050483,89.7531,640.3353,-40.3109,618.1203,-159.5621,278.7014,71.2025
283956,LL,30,1.046644,-30.2113,1.046727,-150.3698,1.049691,89.7614,523.5251,-41.6084,495.4211,-160.4523,279.0837,71.2733
283956,LL,40,1.046909,-30.2195,1.047116,-150.3391,1.049285,89.765,464.234,-42.6029,433.9241,-161.2673,279.2839,71.3086
283956,3LG,0,0.997967,-30.7908,0.997944,-150.794,0.997984,89.2081,11723.865,-85.0804,11723.6859,154.9311,11723.4217,34.9218
283956,3LG,10,1.046247,-30.3951,1.046709,-150.3989,1.046549,89.6186,998.8559,-39.0295,969.1699,-158.0632,994.3347,81.1971
283956,3LG,20,1.047025,-30.3217,1.0475,-150.3235,1.047309,89.6936,645.7221,-40.3236,614.5252,-159.0586,641.3153,79.9288
283956,3LG,30,1.047276,-30.2962,1.047755,-150.2973,1.047552,89.7197,525.5414,-41.6047,493.7087,-160.2016,521.1994,78.658
283956,3LG,40,1.0474,-30.2832,1.04788,-150.2839,1.047672,89.7329,465.133,-42.5982,432.9366,-161.1249,460.8273,77.6689
189963,SLG,0,1.006809,-28.5393,1.028545,-152.0447,1.086325,89.6819,5676.7967,-86.1103,289.9039,-150.9428,242.7838,88.4984
189963,SLG,10,1.041622,-30.3328,1.049891,-150.5004,1.051547,89.9597,973.8527,-38.9074,240.6148,-153.9907,267.2825,82.6542
189963,SLG,20,1.044547,-30.2982,1.049126,-150.3687,1.04958,89.8775,641.0592,-41.7075,249.3141,-167.5647,281.4294,71.3244
189963,SLG,30,1.045603,-30.2826,1.048869,-150.3274,1.049051,89.8448,523.9732,-42.4909,249.6285,-167.507,280.9469,71.3426
189963,SLG,40,1.046138,-30.2738,1.048728,-150.3065,1.04879,89.8277,464.5205,-43.2379,249.8262,-167.4801,280.693,71.3555
189963,LL,0,1.033492,-29.849,0.985171,-150.0267,1.060513,88.4121,7885.5299,-68.3148,8175.4807,141.9283,301.5688,85.9764
189963,LL,10,1.045219,-30.1402,1.043395,-150.5857,1.052876,89.7016,958.6492,-37.2157,974.611,-157.6746,263.2276,83.0179
189963,LL,20,1.046407,-30.1951,1.046025,-150.4322,1.050737,89.7421,632.1718,-36.3356,614.035,-155.1673,264.7917,83.1025
189963,LL,30,1.046664,-30.21,1.046687,-150.3676,1.049678,89.7594,522.3774,-42.2035,494.9364,-160.982,279.4162,71.2576
189963,LL,40,1.046921,-30.2186,1.047088,-150.3377,1.049277,89.7636,463.7587,-43.072,433.695,-161.681,279.5323,71.2966
189963,3LG,0,1.010332,-30.7244,1.010282,-150.7272,1.010351,89.2736,8951.5166,-82.9277,8951.8069,157.0755,8948.0405,37.0737
189963,3LG,10,1.046384,-30.3957,1.046847,-150.4015,1.046713,89.6171,987.4305,-37.245,958.9669,-156.1058,982.2584,83.001
189963,3LG,20,1.046996,-30.3197,1.047472,-150.3225,1.047292,89.6952,643.6117,-41.0696,612.4314,-159.7606,638.7858,79.1846
189963,3LG,30,1.047257,-30.2951,1.047737,-150.2968,1.047542,89.7206,524.8127,-42.1556,492.9634,-160.7192,520.1782,78.1056
189963,3LG,40,1.047386,-30.2825,1.047868,-150.2837,1.047665,89.7335,464.8545,-43.0375,432.631,-161.538,460.3236,77.2268
181977,SLG,0,1.012498,-28.8282,1.031803,-151.7881,1.080721,89.7178,4864.0807,-84.9644,285.4625,-151.1228,244.5478,87.7667
181977,SLG,10,1.041684,-30.3255,1.049791,-150.4983,1.051564,89.9539,963.8743,-39.6254,240.7563,-153.9728,267.0933,82.6141
181977,SLG,20,1.04456,-30.296,1.049096,-150.3682,1.049587,89.8758,638.7735,-42.0695,249.2997,-167.5728,281.456,71.3061
181977,SLG,30,1.045608,-30.2814,1.048855,-150.3272,1.049056,89.844,523.0431,-42.72,249.5969,-167.5119,280.9706,71.3282
181977,SLG,40,1.04614,-30.2731,1.048719,-150.3064,1.048793,89.8273,464.0431,-43.4008,249.7982,-167.4837,280.713,71.3438
181977,LL,0,1.036518,-29.9326,0.994429,-150.1301,1.058755,88.6071,6639.0016,-66.384,6982.6232,144.2872,300.3914,85.3662
181977,LL,10,1.045343,-30.1395,1.043345,-150.5756,1.052769,89.6972,946.2536,-37.6668,968.5086,-158.3745,263.1743,82.9773
181977,LL,20,1.046441,-30.1943,1.045998,-150.4296,1.050714,89.7404,628.9528,-36.6025,612.9197,-155.5051,264.5941,83.0888
181977,LL,30,1.04668,-30.2096,1.046673,-150.3663,1.049667,89.7586,520.9965,-42.3904,494.5262,-161.1927,279.366,71.2381
181977,LL,40,1.04693,-30.2183,1.047079,-150.337,1.049271,89.7632,463.0155,-43.2114,433.508,-161.8293,279.4933,71.2817
181977,3LG,0,1.016544,-30.7111,1.016504,-150.7149,1.016588,89.2866,7585.5042,-80.6716,7584.3328,159.3323,7580.5053,39.3294
181977,3LG,10,1.046372,-30.3928,1.046833,-150.3989,1.046702,89.6197,979.1254,-37.7228,950.6904,-156.5788,973.9578,82.5301
181977,3LG,20,1.046991,-30.3189,1.047466,-150.3218,1.047288,89.696,641.5804,-41.3295,610.4085,-160.0166,636.7159,78.9294
181977,3LG,30,1.047254,-30.2946,1.047733,-150.2965,1.04754,89.7209,523.9533,-42.3289,492.1004,-160.8891,519.2783,77.9364
181977,3LG,40,1.047383,-30.2822,1.047865,-150.2835,1.047663,89.7338,464.3938,-43.1661,432.1713,-161.6632,459.8321,77.1011
181924,SLG,0,1.015738,-28.7456,1.030455,-151.665,1.07942,89.5986,4670.7504,-88.8702,288.8361,-151.0431,242.9814,88.4095
181924,SLG,10,1.041621,-30.3204,1.049727,-150.5012,1.05164,89.9524,968.0891,-40.2664,240.9664,-153.9648,266.7125,82.5503
181924,SLG,20,1.044537,-30.2945,1.049077,-150.3693,1.049612,89.8755,640.5367,-42.369,249.324,-167.5755,281.3875,71.2663
181924,SLG,30,1.045593,-30.2807,1.048846,-150.3278,1.049069,89.8439,524.0591,-42.9159,249.432,-167.5051,280.9299,71.2991
181924,SLG,40,1.04613,-30.2726,1.048714,-150.3068,1.048802,89.8272,464.7354,-43.5453,249.6698,-167.4781,280.684,71.321
181924,LL,0,1.03556,-29.9117,0.996508,-149.8711,1.057035,88.6342,6681.8846,-71.2618,6844.2416,138.0662,302.3062,85.6188
181924,LL,10,1.045393,-30.1369,1.043212,-150.5729,1.052761,89.6924,948.3545,-38.0975,975.8061,-159.0247,262.7979,82.916
181924,LL,20,1.046453,-30.193,1.045949,-150.4291,1.050721,89.7388,629.8439,-36.8663,615.2729,-155.8275,264.1439,83.0756
181924,LL,30,1.046684,-30.2089,1.046649,-150.3661,1.049671,89.7578,521.6204,-42.5642,495.7598,-161.3839,279.1276,71.2124
181924,LL,40,1.046933,-30.2178,1.047063,-150.3368,1.049274,89.7626,463.4693,-43.3468,434.2814,-161.9706,279.3136,71.2624
181924,3LG,0,1.015881,-30.525,1.015843,-150.5284,1.015923,89.4732,7555.5199,-86.4308,7554.6875,153.5664,7550.6779,33.5615
181924,3LG,10,1.04633,-30.393,1.04679,-150.399,1.04666,89.6195,984.5308,-38.1774,956.0109,-157.0517,979.3422,82.0721
181924,3LG,20,1.046977,-30.3188,1.047452,-150.3218,1.047275,89.696,643.287,-41.5577,612.0721,-160.2572,638.3956,78.6986
181924,3LG,30,1.047246,-30.2946,1.047726,-150.2964,1.047533,89.721,524.8335,-42.4884,492.949,-161.0587,520.1367,77.7746
181924,3LG,40,1.047378,-30.2821,1.04786,-150.2834,1.047659,89.7338,464.9544,-43.2898,432.707,-161.7957,460.3751,76.9753
181993,SLG,0,1.018616,-28.8278,1.03129,-151.541,1.077064,89.5805,4331.7305,-89.7146,287.9009,-151.3206,244.1492,88.3274
181993,SLG,10,1.041626,-30.3157,1.049664,-150.5013,1.051673,89.9495,965.433,-40.7796,241.0906,-153.9303,266.4653,82.5285
181993,SLG,20,1.044532,-30.2931,1.04906,-150.3696,1.049626,89.8748,640.4723,-42.6074,249.3242,-167.5558,281.3032,71.2403
181993,SLG,30,1.045589,-30.28,1.048839,-150.328,1.049077,89.8437,524.2078,-43.0596,249.3688,-167.4893,280.8776,71.2799
181993,SLG,40,1.046126,-30.2722,1.048709,-150.307,1.048807,89.8271,464.9108,-43.6434,249.6185,-167.4661,280.6462,71.3058
181993,LL,0,1.036296,-29.9288,1.000426,-149.8387,1.056003,88.712,6253.5249,-72.3298,6370.5543,136.7626,302.5657,85.4451
181993,LL,10,1.045467,-30.1362,1.043149,-150.5675,1.052707,89.6889,943.9879,-38.3881,976.0423,-159.5586,262.703,82.9104
181993,LL,20,1.046473,-30.1924,1.045923,-150.4278,1.050711,89.7376,628.8151,-37.0306,615.763,-156.0731,263.9748,83.0764
181993,LL,30,1.046693,-30.2085,1.046634,-150.3656,1.049668,89.7572,521.3651,-42.6769,496.2466,-161.5236,279.0089,71.2057
181993,LL,40,1.046937,-30.2175,1.047054,-150.3366,1.049274,89.7623,463.3925,-43.4287,434.6356,-162.0654,279.2211,71.2565
