fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.125073,-118.0228,1.036763,-151.8306,1.035151,88.601,6.8498,-84.1369,23.837,-170.0129,24.4016,49.4563
318412,SLG,10,1.026663,-31.5455,1.031441,-151.1883,1.023611,88.6768,21.078,-59.4162,26.2633,-179.284,24.6547,60.8816
318412,SLG,20,1.026669,-31.5225,1.031444,-151.1883,1.023609,88.6766,21.0779,-59.4045,26.2632,-179.2796,24.6547,60.8863
318412,SLG,30,1.026671,-31.5149,1.031444,-151.1883,1.023609,88.6765,21.0779,-59.4006,26.2632,-179.2781,24.6547,60.8879
318412,SLG,40,1.026672,-31.511,1.031445,-151.1883,1.023608,88.6765,21.0779,-59.3986,26.2632,-179.2774,24.6547,60.8887
318412,LL,0,0.117294,-113.9979,0.134253,122.7173,1.036719,88.1523,8.8908,-121.9548,3.011,-147.2703,21.2648,58.539
318412,LL,10,1.026665,-31.5451,1.031427,-151.2343,1.023608,88.6768,21.0781,-59.4272,26.2635,-179.312,24.6548,60.8722
318412,LL,20,1.02667,-31.5223,1.031437,-151.2113,1.023607,88.6766,21.078,-59.41,26.2633,-179.2936,24.6547,60.8816
318412,LL,30,1.026671,-31.5147,1.03144,-151.2036,1.023607,88.6765,21.078,-59.4042,26.2633,-179.2874,24.6547,60.8847
318412,LL,40,1.026672,-31.5109,1.031441,-151.1998,1.023607,88.6765,21.0779,-59.4014,26.2633,-179.2844,24.6547,60.8863
318412,3LG,0,0.128413,-113.6885,0.129027,126.6268,0.128029,6.5047,2.7129,-141.5082,3.3985,98.5982,3.1683,-21.3035
318412,3LG,10,1.02666,-31.5452,1.031432,-151.2339,1.023593,88.6307,21.0782,-59.4383,26.2635,-179.3207,24.655,60.8454
318412,3LG,20,1.026668,-31.5224,1.031439,-151.2111,1.0236,88.6535,21.078,-59.4155,26.2634,-179.2979,24.6548,60.8682
318412,3LG,30,1.02667,-31.5148,1.031441,-151.2035,1.023602,88.6611,21.078,-59.4079,26.2633,-179.2903,24.6548,60.8758
318412,3LG,40,1.026671,-31.511,1.031442,-151.1997,1.023604,88.6649,21.078,-59.4041,26.2633,-179.2865,24.6547,60.8796
243937,SLG,0,0.011441,102.8484,1.325634,172.868,1.729279,102.5497,14.7039,-70.4956,26.9575,162.3251,30.7689,63.1504
243937,SLG,10,1.020012,-31.6553,1.03377,-151.4471,1.02658,88.9207,21.118,-59.4677,26.2473,-179.4182,24.6362,60.9432
243937,SLG,20,1.023334,-31.5776,1.032612,-151.3181,1.025093,88.7992,21.0979,-59.4303,26.2552,-179.3469,24.6454,60.9173
243937,SLG,30,1.024446,-31.5517,1.032224,-151.2749,1.024597,88.7584,21.0912,-59.4178,26.2578,-179.3231,24.6485,60.9086
243937,SLG,40,1.025002,-31.5387,1.03203,-151.2533,1.02435,88.7379,21.0879,-59.4116,26.2592,-179.3111,24.65,60.9042
243937,LL,0,0.022637,-39.178,0.036594,96.9953,1.473521,83.3889,10.787,-122.2706,9.364,-126.0969,32.857,55.7512
243937,LL,10,1.022964,-31.4124,1.027157,-151.6003,1.028857,88.663,21.1103,-59.447,26.3185,-179.5038,24.6238,60.8095
243937,LL,20,1.024807,-31.4555,1.029293,-151.3949,1.026247,88.6698,21.0941,-59.4199,26.2909,-179.3898,24.639,60.8502
243937,LL,30,1.025427,-31.4701,1.030009,-151.3262,1.02537,88.672,21.0887,-59.4108,26.2817,-179.3516,24.6442,60.8638
243937,LL,40,1.025738,-31.4774,1.030367,-151.2917,1.024931,88.6731,21.086,-59.4063,26.2771,-179.3325,24.6468,60.8706
243937,3LG,0,0.031957,-96.6168,0.032094,143.6993,0.031852,23.5603,0.675,-124.4408,0.8454,115.6663,0.7882,-4.2394
243937,3LG,10,1.02529,-31.6694,1.030061,-151.3574,1.022215,88.5065,21.1055,-59.5594,26.2974,-179.4413,24.6872,60.724
243937,3LG,20,1.025983,-31.5845,1.030754,-151.2729,1.022912,88.5914,21.0917,-59.4761,26.2802,-179.3582,24.6709,60.8074
243937,3LG,30,1.026214,-31.5562,1.030985,-151.2447,1.023144,88.6197,21.0871,-59.4483,26.2746,-179.3306,24.6655,60.8353
243937,3LG,40,1.026329,-31.5421,1.0311,-151.2306,1.02326,88.6339,21.0848,-59.4345,26.2717,-179.3167,24.6628,60.8492
