fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.124617,-117.7359,1.034969,-151.8045,1.03415,88.5757,2.3457,-145.151,19.3563,-179.4552,15.8474,61.2214
318412,SLG,10,1.025372,-31.5373,1.030264,-151.1874,1.022697,88.6928,18.6231,-58.9989,19.4407,-178.8248,16.0187,61.3645
318412,SLG,20,1.025379,-31.5143,1.030266,-151.1873,1.022694,88.6926,18.6229,-58.9759,19.4406,-178.8247,16.0188,61.3643
318412,SLG,30,1.025381,-31.5066,1.030267,-151.1873,1.022693,88.6925,18.6229,-58.9683,19.4406,-178.8247,16.0188,61.3642
318412,SLG,40,1.025382,-31.5028,1.030267,-151.1873,1.022693,88.6925,18.6229,-58.9645,19.4406,-178.8247,16.0188,61.3642
318412,LL,0,0.117638,-113.7739,0.133461,122.7945,1.035096,88.1523,2.2144,-141.1881,2.6345,95.2224,15.834,60.796
318412,LL,10,1.025375,-31.5369,1.030249,-151.2334,1.022693,88.6928,18.623,-58.9985,19.4409,-178.8707,16.0188,61.3645
318412,LL,20,1.02538,-31.5141,1.030259,-151.2103,1.022692,88.6926,18.6229,-58.9758,19.4408,-178.8477,16.0188,61.3643
318412,LL,30,1.025382,-31.5065,1.030262,-151.2027,1.022692,88.6925,18.6229,-58.9682,19.4407,-178.8401,16.0188,61.3642
318412,LL,40,1.025382,-31.5027,1.030264,-151.1988,1.022692,88.6925,18.6229,-58.9644,19.4407,-178.8362,16.0188,61.3642
318412,3LG,0,0.128247,-113.6807,0.128874,126.6265,0.127913,6.5203,2.4141,-141.0971,2.5441,99.0549,2.0671,-20.7726
318412,3LG,10,1.02537,-31.5369,1.030254,-151.2329,1.022678,88.6468,18.6231,-58.9986,19.4409,-178.8703,16.019,61.3185
318412,3LG,20,1.025378,-31.5141,1.030261,-151.2101,1.022685,88.6696,18.623,-58.9758,19.4407,-178.8475,16.0189,61.3413
318412,3LG,30,1.02538,-31.5065,1.030264,-151.2025,1.022687,88.6772,18.6229,-58.9682,19.4407,-178.8399,16.0189,61.3489
318412,3LG,40,1.025381,-31.5027,1.030265,-151.1987,1.022688,88.681,18.6229,-58.9644,19.4407,-178.8361,16.0189,61.3527
243937,SLG,0,0.010386,96.3177,1.322658,172.9058,1.726511,102.523,0.1955,68.8368,23.7611,145.1927,25.3786,75.1177
243937,SLG,10,1.018727,-31.6473,1.032591,-151.4458,1.025661,88.9365,18.7401,-59.0925,19.3988,-179.0898,15.974,61.6015
