fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.124653,-118.214,1.034611,-151.8609,1.032958,88.5991,4.3674,-78.6513,8.9552,-162.2927,10.3813,42.8236
318412,SLG,10,1.024854,-31.553,1.029124,-151.1989,1.021349,88.6556,10.2979,-59.1534,10.3545,-179.4355,10.2975,60.8474
318412,SLG,20,1.02486,-31.53,1.029126,-151.1989,1.021347,88.6554,10.2979,-59.1458,10.3545,-179.428,10.2975,60.8551
318412,SLG,30,1.024862,-31.5223,1.029127,-151.1989,1.021346,88.6553,10.2979,-59.1433,10.3545,-179.4255,10.2975,60.8576
318412,SLG,40,1.024863,-31.5185,1.029127,-151.1989,1.021345,88.6553,10.2979,-59.142,10.3545,-179.4242,10.2975,60.8589
318412,LL,0,0.116616,-114.0473,0.134182,122.5807,1.034566,88.1319,5.5134,-120.3501,2.6054,-128.0624,8.1127,57.1715
318412,LL,10,1.024857,-31.5526,1.02911,-151.2449,1.021345,88.6557,10.2979,-59.1687,10.3545,-179.451,10.2975,60.8323
318412,LL,20,1.024862,-31.5298,1.029119,-151.2219,1.021345,88.6554,10.2979,-59.1534,10.3545,-179.4357,10.2975,60.8475
318412,LL,30,1.024863,-31.5222,1.029122,-151.2142,1.021345,88.6553,10.2979,-59.1483,10.3545,-179.4306,10.2975,60.8526
318412,LL,40,1.024864,-31.5184,1.029124,-151.2104,1.021345,88.6553,10.2979,-59.1458,10.3545,-179.4281,10.2975,60.8551
318412,3LG,0,0.12818,-113.6961,0.128727,126.6155,0.127739,6.483,1.323,-141.2569,1.3327,98.4397,1.3237,-21.3703
318412,3LG,10,1.024852,-31.5526,1.029114,-151.2445,1.02133,88.6095,10.298,-59.1838,10.3546,-179.4661,10.2976,60.8171
318412,3LG,20,1.024859,-31.5298,1.029121,-151.2217,1.021337,88.6323,10.2979,-59.161,10.3545,-179.4433,10.2975,60.8399
